0.7090 	 0.1600 	 0.0434 	 0.9501 	 10.6961 	 0.0000 	 2.3647 	 0.9277 	 0.0887 	 0.1839 	 664.5271 	 2.9644 	 0.3941 	 0.4692 	 0.1100 	 1.6368 	 8.1151 	 -1.9954 	 -1.7716 	 -0.8149 	 -1.1765 	 0.0024 
1.3878 	 0.0154 	 1.0000 	 0.1943 	 1.0025 	 0.0000 	 2.3789 	 -11.3166 	 0.1999 	 0.1896 	 667.0240 	 2.5128 	 0.3895 	 0.9966 	 0.3848 	 3.7270 	 6.8907 	 -1.7204 	 -2.4813 	 -1.4557 	 -13.6472 	 0.0007 
1.3856 	 0.0382 	 0.0037 	 0.3129 	 32.2374 	 0.0000 	 2.3058 	 -20.7315 	 0.0293 	 0.2580 	 651.2211 	 2.5955 	 0.8888 	 0.4652 	 0.9538 	 4.4438 	 3.7960 	 -0.6862 	 3.9018 	 2.0273 	 -0.6297 	 0.0072 
0.7159 	 0.0968 	 0.0382 	 0.9463 	 5.6259 	 0.0729 	 2.3868 	 3.6181 	 0.0733 	 0.1797 	 664.6173 	 1.8690 	 0.5805 	 0.9512 	 0.0511 	 8.6966 	 4.4104 	 -4.6215 	 -1.1483 	 -0.8383 	 -12.3392 	 0.0034 
1.0991 	 0.3214 	 0.8911 	 0.8591 	 1.9037 	 1.7814 	 2.6366 	 1.0984 	 0.1407 	 -5.9197 	 671.1288 	 0.4122 	 0.1386 	 0.4757 	 0.7122 	 10.3692 	 1.8286 	 -1.1455 	 2.5107 	 -1.8979 	 -10.0484 	 0.0921 
0.0678 	 0.1092 	 0.1352 	 0.1208 	 2.0264 	 9.5394 	 -2.4049 	 3.4377 	 1.3155 	 0.2059 	 1296.2919 	 0.2690 	 0.0451 	 0.6254 	 0.3629 	 6.4317 	 9.6824 	 -7.2208 	 -1.5910 	 -2.1188 	 -6.4724 	 0.0047 
1.3861 	 0.1186 	 1.0000 	 0.7096 	 1.2954 	 3.9529 	 2.0545 	 -4.5283 	 -0.1874 	 -0.0529 	 742.7928 	 2.2909 	 0.8324 	 0.5873 	 0.7853 	 4.8731 	 2.1782 	 -8.8201 	 1.5405 	 2.0273 	 0.3723 	 0.0630 
1.0851 	 0.1615 	 0.2891 	 0.1428 	 1.0000 	 6.5156 	 4.6096 	 2.9012 	 0.0057 	 0.1732 	 664.6558 	 0.9721 	 0.5286 	 0.8746 	 0.5125 	 7.2606 	 9.1159 	 4.6560 	 0.8620 	 2.4236 	 -3.1244 	 0.0033 
3.0460 	 0.3980 	 0.9061 	 0.1578 	 1.2175 	 0.0000 	 2.3752 	 2.4445 	 0.0521 	 0.1872 	 664.1132 	 3.3908 	 0.1057 	 0.4655 	 0.7626 	 5.1108 	 7.7503 	 8.4850 	 -0.8915 	 -0.2013 	 -6.6064 	 0.0003 
1.4059 	 0.0571 	 0.0156 	 0.1953 	 9.9975 	 0.0806 	 2.3882 	 3.6404 	 0.0132 	 0.1852 	 664.0312 	 3.2033 	 0.2492 	 0.2150 	 0.2599 	 14.7774 	 2.4938 	 -7.4372 	 -1.5940 	 -0.3028 	 -1.9245 	 0.0028 
0.6918 	 0.2541 	 0.9993 	 0.7425 	 1.0938 	 2.1842 	 3.5951 	 1.0343 	 -0.0288 	 -0.3130 	 654.4878 	 2.0466 	 0.9068 	 0.7745 	 0.0048 	 6.9943 	 1.1788 	 -7.1413 	 -3.7625 	 1.2126 	 -8.2726 	 0.0287 
0.0012 	 0.0129 	 0.0763 	 0.9905 	 8.0654 	 0.1390 	 2.7749 	 -2.4445 	 0.0114 	 0.0083 	 655.1439 	 1.4920 	 0.1750 	 0.3565 	 0.3360 	 10.6315 	 0.0981 	 7.7736 	 -3.3177 	 -2.5166 	 -9.9843 	 0.0100 
