1.1015 	 -1.5710 	 5.6995 	 5.1627 	 1.2791 	 0.8795 	 -2.5079 	 754.6645 	 1.9960 	 -1.1948 	 4.6238 	 7.4483 	 1.6160 	 0.2946 	 -4.4757 	 0.0948 
1.7921 	 -0.9679 	 2.2325 	 2.3121 	 1.1890 	 2.1696 	 -11.5607 	 733.0939 	 1.4980 	 -6.2344 	 0.0658 	 7.4906 	 0.6819 	 0.1564 	 -2.7657 	 0.0363 
3.2582 	 0.2093 	 3.3098 	 3.9291 	 0.5890 	 1.5899 	 -3.4665 	 707.9798 	 1.3889 	 -3.5228 	 5.9560 	 -4.0488 	 0.3062 	 0.0640 	 -4.3373 	 0.0080 
2.6434 	 -0.2316 	 2.8152 	 3.1128 	 0.7539 	 1.8832 	 -9.0188 	 713.3698 	 2.7159 	 -0.6507 	 7.8818 	 -0.2263 	 1.6756 	 -2.0528 	 -10.4990 	 0.0121 
3.4012 	 0.2968 	 3.3618 	 4.0586 	 0.5561 	 1.5465 	 -2.7864 	 707.6595 	 2.5523 	 -6.4045 	 3.9799 	 1.2642 	 -1.6680 	 -0.7914 	 -6.8327 	 0.0089 
0.7050 	 -2.1179 	 6.0811 	 5.4066 	 1.1784 	 0.9724 	 -8.4796 	 773.3868 	 0.1026 	 -5.6025 	 9.3269 	 1.9928 	 -0.9997 	 1.7837 	 -4.2113 	 0.7021 
1.3858 	 -1.4136 	 3.0395 	 2.8065 	 1.1280 	 1.6663 	 -4.9000 	 745.2890 	 1.0523 	 0.6222 	 4.0587 	 3.9306 	 3.3481 	 -2.2117 	 -6.4431 	 0.0529 
0.0029 	 -4.4313 	 1.0031 	 7.8827 	 -0.9927 	 0.4157 	 1.3389 	 778.2369 	 2.6742 	 -2.9155 	 3.6380 	 -2.2395 	 3.8174 	 0.2166 	 -8.3446 	 0.0814 
2.0823 	 -0.6014 	 3.1750 	 3.1770 	 0.9244 	 1.6512 	 -12.1102 	 724.4691 	 0.2355 	 -6.8926 	 4.5902 	 -7.7666 	 1.7388 	 2.5972 	 -12.1623 	 0.0160 
1.7917 	 -1.0623 	 0.2088 	 3.0264 	 2.9631 	 2.6092 	 0.9551 	 744.0657 	 2.2428 	 -4.6353 	 8.2271 	 4.1102 	 3.2611 	 0.9773 	 -3.2100 	 0.0220 
0.6932 	 -2.6007 	 1.9499 	 6.8373 	 -1.5744 	 1.0132 	 1.3731 	 775.5640 	 1.1675 	 -3.7156 	 0.3865 	 -8.1711 	 2.6243 	 -0.8804 	 -0.9703 	 0.0098 
1.3893 	 -1.0558 	 6.0640 	 6.5481 	 0.7974 	 0.7344 	 -1.3740 	 750.0783 	 1.8661 	 -0.7155 	 0.3307 	 0.7841 	 -1.9425 	 -2.0523 	 -1.4644 	 0.1358 
3.4012 	 0.2997 	 3.3433 	 4.0918 	 0.5576 	 1.5308 	 -9.6624 	 707.6182 	 1.7176 	 -1.1643 	 5.7240 	 8.7038 	 -1.9746 	 1.8190 	 -6.3735 	 0.0097 
0.0002 	 -5.2948 	 1.8627 	 6.7540 	 -2.7606 	 1.1117 	 1.4023 	 780.6526 	 2.5248 	 -1.3291 	 9.6788 	 1.7331 	 -4.2714 	 -2.0670 	 -10.9092 	 0.0115 
0.6932 	 -2.6522 	 1.9895 	 6.7441 	 -1.7834 	 1.0900 	 1.3729 	 775.5094 	 3.0277 	 -5.9826 	 3.7020 	 1.5485 	 0.4040 	 -2.3316 	 -10.9691 	 0.0083 
3.4012 	 0.2839 	 3.2730 	 3.9634 	 0.5524 	 1.6144 	 -12.9786 	 707.6160 	 0.9844 	 -4.0889 	 5.2358 	 -1.6671 	 -1.2711 	 2.8123 	 -7.5211 	 0.0128 
2.0394 	 -0.5199 	 10.5273 	 5.8594 	 0.0928 	 0.6299 	 -5.4627 	 814.4537 	 0.3557 	 -3.9643 	 7.2025 	 -8.7604 	 -3.1680 	 -2.2659 	 0.6596 	 0.0349 
3.4011 	 0.2985 	 3.3536 	 4.0690 	 0.5687 	 1.5746 	 -13.7840 	 707.6283 	 0.8160 	 0.7322 	 2.7193 	 -5.0460 	 1.8348 	 0.9573 	 -10.6596 	 0.0105 
3.3710 	 0.2743 	 3.3212 	 3.9880 	 0.5556 	 1.5880 	 -8.2777 	 707.7182 	 0.8828 	 -0.1074 	 8.0309 	 -4.2712 	 4.6515 	 -0.5952 	 -12.2791 	 0.0083 
2.8909 	 -0.0473 	 2.9642 	 3.3857 	 0.7098 	 1.7860 	 -11.8096 	 710.2972 	 1.8308 	 -6.0334 	 3.8859 	 1.5654 	 0.6942 	 1.7259 	 -2.9090 	 0.0095 
1.3855 	 -1.1269 	 5.6035 	 8.0668 	 0.5535 	 0.0000 	 -9.2316 	 797.7100 	 1.2903 	 -1.9487 	 1.1887 	 -1.0424 	 1.0144 	 0.0000 	 -4.9792 	 0.1220 
1.7928 	 -0.5914 	 6.0191 	 8.7767 	 0.5676 	 0.0000 	 -2.3128 	 797.8232 	 0.1279 	 -4.3171 	 2.1282 	 -4.6243 	 2.6447 	 0.0000 	 -5.3989 	 0.0589 
1.7952 	 -0.6431 	 6.0968 	 8.1895 	 0.6461 	 0.0000 	 -9.7732 	 797.1207 	 0.4794 	 -5.1578 	 0.1514 	 -9.4574 	 3.1933 	 0.0000 	 -3.2052 	 0.0621 
3.1499 	 0.2005 	 1.3997 	 4.0546 	 2.1474 	 0.0000 	 1.1051 	 787.5120 	 1.2463 	 -6.3601 	 9.1277 	 -5.7009 	 0.5580 	 0.0000 	 -12.3094 	 0.0404 
