0.0073 	 0.0038 	 0.0151 	 0.9728 	 49.7567 	 1.3194 	 0.0000 	 1.5801 	 2.2267 	 -0.7850 	 1.1920 	 778.2067 	 1.1527 	 0.0365 	 0.1781 	 0.4732 	 10.1269 	 3.9047 	 7.7404 	 0.2954 	 -1.4507 	 2.9417 	 -2.6803 	 0.0016 
1.3882 	 0.0539 	 0.7040 	 0.5222 	 1.9724 	 2.3585 	 5.5524 	 3.6498 	 2.4744 	 -0.2897 	 1.0808 	 761.4652 	 1.4145 	 0.0180 	 0.7580 	 0.7224 	 4.5511 	 5.9304 	 8.5541 	 1.9814 	 0.6904 	 -0.9865 	 -2.5989 	 0.0022 
0.0005 	 0.0068 	 0.1900 	 0.9668 	 14.5769 	 6.0520 	 8.8160 	 1.0742 	 3.1793 	 -0.9139 	 1.1931 	 778.5849 	 3.3951 	 0.5607 	 0.1144 	 0.9755 	 14.3954 	 7.2480 	 7.8412 	 1.4652 	 -0.1112 	 -2.7872 	 -5.3023 	 0.0017 
1.6096 	 0.0844 	 0.2856 	 0.9997 	 1.0607 	 0.9505 	 9.9974 	 5.5552 	 0.7309 	 -0.0927 	 0.2187 	 736.0684 	 0.7667 	 0.1490 	 0.9110 	 0.1034 	 1.0876 	 5.2295 	 0.5919 	 1.3225 	 0.7278 	 -0.2011 	 -5.1818 	 0.0103 
1.0976 	 0.0070 	 0.9560 	 0.0994 	 5.0787 	 0.3118 	 9.9999 	 5.4185 	 0.8472 	 -0.1524 	 0.2248 	 736.1407 	 3.3533 	 0.9952 	 0.9976 	 0.4793 	 9.7888 	 4.3679 	 9.8587 	 1.8299 	 0.4868 	 0.5921 	 -12.4452 	 0.0052 
2.1975 	 0.0021 	 0.0022 	 0.4636 	 42.1665 	 0.6480 	 1.0781 	 6.2152 	 -0.6152 	 -0.0655 	 1.1106 	 758.2138 	 1.1225 	 0.1005 	 0.1889 	 0.7967 	 8.8810 	 5.9960 	 9.0073 	 2.7554 	 0.9443 	 2.3544 	 -11.4780 	 0.0023 
1.7923 	 0.0778 	 0.0151 	 0.7414 	 18.6764 	 0.6448 	 9.9990 	 5.5358 	 0.7477 	 -0.1633 	 0.2214 	 737.2023 	 0.9687 	 0.8939 	 0.4626 	 0.4288 	 9.3700 	 6.8580 	 1.5487 	 2.7430 	 1.6349 	 0.2284 	 -6.2715 	 0.0061 
2.0079 	 0.0037 	 0.0021 	 0.5409 	 49.9998 	 0.1805 	 9.9093 	 5.5432 	 -2.1118 	 -0.2739 	 1.1647 	 776.5294 	 2.8062 	 0.5194 	 0.3515 	 0.1677 	 4.3282 	 1.0026 	 0.5394 	 0.7788 	 0.7216 	 0.1617 	 -11.4898 	 0.0086 
1.6119 	 0.7281 	 0.4016 	 0.9727 	 13.8498 	 0.2935 	 8.6386 	 5.5729 	 0.5582 	 -0.1816 	 0.2438 	 740.4041 	 0.6946 	 0.3885 	 0.6762 	 0.6599 	 11.2775 	 0.4597 	 8.1895 	 2.7476 	 1.4098 	 -0.1969 	 -6.6296 	 0.1159 
1.7933 	 0.0082 	 0.2188 	 0.2104 	 1.0743 	 0.4275 	 7.1247 	 5.6520 	 0.8396 	 -0.1799 	 0.2227 	 731.6886 	 3.0758 	 0.1566 	 0.6278 	 0.1427 	 13.9897 	 5.3701 	 8.3842 	 2.6034 	 -0.4077 	 -2.0950 	 -9.3391 	 0.0081 
