50.0000 	 1.0000 	 0.0010 	 0.1725 	 23.8593 	 1.9141 	 6.2549 	 1.4253 	 1.0576 	 0.0000 	 1.4803 	 316.9317 	 50.0000 	 0.4522 	 0.1732 	 0.1410 	 2.3834 	 9.6292 	 2.3658 	 1.6842 	 -1.4836 	 0.0000 	 1.4439 	 0.0000 
47.0000 	 1.0000 	 0.7857 	 0.2100 	 49.1177 	 7.5446 	 0.4061 	 0.0001 	 0.9441 	 0.0000 	 1.5710 	 317.1702 	 47.0000 	 0.4756 	 0.7749 	 0.5498 	 8.4293 	 9.1114 	 2.9986 	 2.1027 	 1.9688 	 0.0000 	 0.7999 	 0.0000 
49.0000 	 0.0215 	 0.2638 	 0.0011 	 2.3934 	 6.9159 	 3.5387 	 0.9188 	 1.1078 	 0.0000 	 1.4590 	 441.4345 	 49.0000 	 0.2396 	 0.0362 	 0.5755 	 7.0009 	 7.6099 	 6.3213 	 2.3907 	 2.5136 	 0.0000 	 1.2532 	 0.0810 
50.0000 	 0.4291 	 0.2480 	 0.0214 	 46.9735 	 1.9422 	 7.4611 	 0.2930 	 0.9597 	 0.0000 	 1.5754 	 432.9773 	 50.0000 	 0.4522 	 0.1732 	 0.1410 	 2.3834 	 9.6292 	 2.3658 	 1.6842 	 -1.4836 	 0.0000 	 1.4439 	 0.0764 
50.0000 	 0.0262 	 0.5676 	 0.0019 	 1.0499 	 4.7520 	 0.0063 	 1.7102 	 -0.0434 	 0.0000 	 1.5335 	 440.5527 	 50.0000 	 0.3377 	 0.8243 	 0.6477 	 2.9668 	 4.6015 	 5.0673 	 2.1735 	 -1.3549 	 0.0000 	 2.9635 	 0.0581 
49.0000 	 0.0240 	 0.0727 	 0.0017 	 11.1386 	 7.4072 	 5.0341 	 0.0029 	 1.0773 	 0.0000 	 1.4827 	 440.7158 	 49.0000 	 0.3966 	 0.8137 	 0.5147 	 7.2712 	 9.5525 	 9.4591 	 1.4121 	 -1.4213 	 0.0000 	 1.7541 	 0.0549 
50.0000 	 0.0560 	 0.0179 	 0.0041 	 49.9987 	 8.9859 	 0.8511 	 1.3348 	 0.9741 	 0.0000 	 1.5157 	 437.9062 	 50.0000 	 0.5979 	 0.3801 	 0.9870 	 10.6770 	 3.3121 	 2.5172 	 2.0406 	 -0.3008 	 0.0000 	 0.9868 	 0.0735 
50.0000 	 0.3166 	 0.0531 	 0.0173 	 49.7127 	 10.0000 	 0.0008 	 0.0076 	 1.0362 	 0.0000 	 1.4924 	 433.7620 	 50.0000 	 0.5479 	 0.3398 	 0.9654 	 7.3194 	 8.7554 	 7.5149 	 0.5910 	 -2.5903 	 0.0000 	 2.6937 	 0.0576 
49.0000 	 0.0547 	 0.1330 	 0.0035 	 4.5134 	 3.3732 	 5.6685 	 3.2280 	 1.0015 	 0.0000 	 1.4892 	 440.1491 	 49.0000 	 0.0221 	 0.2992 	 0.1541 	 5.6071 	 8.3888 	 9.5543 	 1.9893 	 -1.7300 	 0.0000 	 2.4530 	 0.0784 
50.0000 	 0.0431 	 0.0433 	 0.0030 	 19.4409 	 5.1877 	 2.8630 	 0.0126 	 1.0380 	 0.0000 	 1.5081 	 439.2347 	 50.0000 	 0.3966 	 0.8137 	 0.5147 	 7.2712 	 9.5525 	 9.4591 	 1.4121 	 -1.4213 	 0.0000 	 1.7541 	 0.0614 
50.0000 	 0.0754 	 0.1521 	 0.0084 	 4.0416 	 8.8578 	 8.5440 	 1.8698 	 0.9844 	 0.0000 	 1.5395 	 439.2017 	 50.0000 	 0.6705 	 0.7186 	 0.4713 	 2.9529 	 4.3554 	 0.4287 	 2.8561 	 2.8659 	 0.0000 	 0.5303 	 0.0737 
50.0000 	 0.0765 	 0.0267 	 0.0072 	 41.1910 	 9.8760 	 4.1917 	 0.3024 	 1.0177 	 0.0000 	 1.4635 	 437.4399 	 50.0000 	 0.5479 	 0.3398 	 0.9654 	 7.3194 	 8.7554 	 7.5149 	 0.5910 	 -2.5903 	 0.0000 	 2.6937 	 0.0546 
49.0000 	 0.0804 	 0.0580 	 0.0076 	 13.5735 	 4.9291 	 2.1981 	 2.0838 	 0.9930 	 0.0000 	 1.5628 	 439.1239 	 49.0000 	 0.7839 	 0.6434 	 0.7220 	 3.9050 	 1.0313 	 2.9281 	 1.0120 	 2.7285 	 0.0000 	 2.3932 	 0.0579 
49.0000 	 0.0508 	 0.4150 	 0.0046 	 1.2979 	 9.9960 	 9.9983 	 4.8146 	 0.9902 	 0.0000 	 1.5325 	 439.6758 	 49.0000 	 0.7723 	 0.3586 	 0.9769 	 7.0446 	 1.1032 	 9.5331 	 2.9984 	 1.8249 	 0.0000 	 0.2902 	 0.0576 
48.0000 	 1.0000 	 0.7128 	 0.6110 	 22.1834 	 9.0514 	 3.0949 	 6.0959 	 1.0204 	 0.0000 	 1.5209 	 316.8488 	 48.0000 	 0.9945 	 0.3581 	 0.6379 	 11.9967 	 6.1900 	 6.5791 	 2.9022 	 -0.1481 	 0.0000 	 2.7267 	 0.0003 
48.0000 	 1.0000 	 0.0014 	 0.0349 	 5.2932 	 3.2153 	 7.1240 	 0.1168 	 1.0203 	 0.0000 	 1.5268 	 317.0132 	 48.0000 	 0.1887 	 0.2457 	 0.0406 	 6.2481 	 1.0076 	 5.3386 	 1.8611 	 2.2553 	 0.0000 	 1.4243 	 0.0000 
49.0000 	 1.0000 	 0.0078 	 0.7433 	 7.0155 	 4.1187 	 2.3884 	 1.8900 	 1.0190 	 0.0000 	 1.5214 	 317.0154 	 49.0000 	 0.3228 	 0.6598 	 0.6220 	 12.4112 	 7.7455 	 2.0221 	 1.3953 	 1.6822 	 0.0000 	 0.1858 	 0.0000 
48.0000 	 1.0000 	 0.0217 	 0.8765 	 6.5062 	 2.7151 	 9.9260 	 0.9128 	 1.0302 	 0.0000 	 1.5202 	 317.0165 	 48.0000 	 0.4283 	 0.9075 	 0.3745 	 7.6250 	 9.4689 	 8.3602 	 2.7131 	 0.5881 	 0.0000 	 1.1508 	 0.0000 
49.0000 	 1.0000 	 0.5578 	 0.1235 	 49.9608 	 4.5475 	 9.9994 	 3.6184 	 1.0183 	 0.0000 	 1.5281 	 317.0133 	 49.0000 	 0.6432 	 0.4156 	 0.4824 	 5.1424 	 7.3925 	 9.5551 	 0.2790 	 -0.0332 	 0.0000 	 1.1372 	 0.0000 
48.0000 	 0.0400 	 0.1446 	 0.0031 	 4.7135 	 3.7193 	 0.0000 	 0.0401 	 0.9469 	 0.0000 	 1.6011 	 440.2447 	 48.0000 	 0.8189 	 0.3187 	 0.5695 	 10.4492 	 1.3463 	 1.9020 	 1.4447 	 1.5211 	 0.0000 	 0.2702 	 0.0624 
48.0000 	 1.0000 	 0.9588 	 0.2615 	 1.1844 	 9.1105 	 2.3198 	 2.3063 	 1.0202 	 0.0000 	 1.5276 	 317.0133 	 48.0000 	 0.3834 	 0.1085 	 0.0427 	 8.0110 	 9.5831 	 4.2469 	 0.0656 	 1.9223 	 0.0000 	 1.9210 	 0.0000 
49.0000 	 1.0000 	 0.5662 	 0.0538 	 3.5662 	 6.8873 	 2.7130 	 2.2375 	 1.0225 	 0.0000 	 1.5256 	 316.3387 	 49.0000 	 0.8086 	 0.4956 	 0.0688 	 14.0427 	 9.1987 	 4.6715 	 0.3669 	 2.2993 	 0.0000 	 1.4241 	 0.1874 
50.0000 	 0.2025 	 0.0149 	 0.0132 	 49.8187 	 8.9915 	 7.4863 	 4.3354 	 1.0003 	 0.0000 	 1.5289 	 435.8116 	 50.0000 	 0.5424 	 0.1807 	 0.2236 	 10.6954 	 6.4862 	 4.7296 	 0.4056 	 -1.1662 	 0.0000 	 1.3474 	 0.0702 
