0.6899 	 -1.6404 	 0.8941 	 0.7519 	 9.2488 	 3.3235 	 0.0000 	 -3.3443 	 781.7035 	 1.4428 	 -3.0624 	 2.2869 	 9.3249 	 0.9768 	 -1.7181 	 0.0000 	 -9.0724 	 0.4025 
3.4011 	 0.4067 	 1.7509 	 2.9818 	 3.8298 	 5.0418 	 0.0000 	 -0.1352 	 709.7631 	 1.9490 	 -1.9765 	 4.9374 	 4.8808 	 2.8315 	 0.1401 	 0.0000 	 -9.6211 	 0.0177 
3.4012 	 0.4160 	 1.5848 	 1.3633 	 5.3578 	 3.9431 	 0.0000 	 -0.8165 	 699.8132 	 2.4735 	 -3.7083 	 8.4993 	 4.3483 	 1.6911 	 -0.3165 	 0.0000 	 -5.1100 	 0.0220 
1.6443 	 1.1218 	 0.3875 	 0.0063 	 2.1525 	 5.1409 	 0.0000 	 0.5599 	 793.3728 	 0.8055 	 -6.5457 	 6.0029 	 2.8327 	 0.9533 	 -2.0326 	 0.0000 	 -2.3985 	 0.1539 
0.0150 	 -0.5540 	 9.8124 	 9.8578 	 1.1782 	 6.6515 	 0.0000 	 0.6240 	 770.4968 	 0.1836 	 -0.1671 	 7.7133 	 7.1470 	 0.7948 	 1.3965 	 0.0000 	 -3.9279 	 0.4662 
3.4012 	 0.4081 	 1.6141 	 1.7214 	 4.7568 	 4.3330 	 0.0000 	 -0.5815 	 701.8238 	 0.8609 	 -1.4084 	 3.8221 	 6.6217 	 1.0888 	 -2.4659 	 0.0000 	 -4.9952 	 0.0172 
0.2389 	 0.1122 	 9.0125 	 8.8806 	 8.6580 	 6.6932 	 0.0000 	 0.6112 	 773.4140 	 0.2338 	 -4.2037 	 3.4435 	 2.3907 	 2.8818 	 -0.1992 	 0.0000 	 -1.7556 	 0.0526 
3.2944 	 -6.6393 	 9.0434 	 8.2924 	 4.4788 	 2.5455 	 0.0000 	 0.5934 	 1065.7201 	 0.6546 	 -0.6111 	 5.5096 	 8.2010 	 2.2123 	 1.0484 	 0.0000 	 -13.5746 	 0.0000 
3.4012 	 0.4256 	 1.5747 	 1.4158 	 5.2615 	 4.0266 	 0.0000 	 -0.8075 	 699.9033 	 0.1537 	 -4.7167 	 4.2040 	 2.5544 	 2.8227 	 0.2799 	 0.0000 	 -6.0888 	 0.0294 
0.0996 	 0.0157 	 5.0732 	 8.1250 	 8.9780 	 6.6621 	 0.0000 	 0.6253 	 770.4258 	 2.0927 	 0.4077 	 1.1123 	 3.7550 	 1.2820 	 1.5830 	 0.0000 	 -12.2300 	 0.6095 
3.3066 	 -6.8580 	 9.9877 	 6.4924 	 0.8211 	 6.2033 	 0.0000 	 0.5935 	 1065.7201 	 3.0446 	 -6.1246 	 9.5636 	 5.9776 	 1.2454 	 0.0306 	 0.0000 	 0.1899 	 0.0000 
0.0010 	 -0.1385 	 3.7632 	 7.9001 	 0.0032 	 6.6422 	 0.0000 	 0.6265 	 769.8094 	 2.9124 	 -2.5669 	 5.3657 	 5.1234 	 1.2756 	 0.8880 	 0.0000 	 -8.1574 	 0.5941 
