33.0000 	 2.5322 	 2.5489 	 7.3255 	 0.0345 	 0.0000 	 0.0000 	 814.8506 	 33.0000 	 2.4960 	 1.8291 	 5.2661 	 -1.5436 	 0.0000 	 1.1074 	 0.0330 
31.0000 	 3.3275 	 48.1201 	 11.5576 	 6.2866 	 0.0000 	 2.2748 	 829.2084 	 31.0000 	 1.8501 	 9.3692 	 -0.9667 	 1.2383 	 0.0000 	 0.3287 	 0.1872 
33.0000 	 3.3288 	 14.8872 	 9.7487 	 2.4868 	 0.0000 	 2.2267 	 828.4199 	 33.0000 	 1.9995 	 9.2644 	 8.9128 	 2.1713 	 0.0000 	 0.2167 	 0.0168 
31.0000 	 2.4283 	 2.5796 	 7.2794 	 0.0479 	 0.0000 	 0.0000 	 814.9447 	 31.0000 	 0.3060 	 8.9666 	 2.2254 	 -0.2943 	 0.0000 	 2.1065 	 0.0336 
31.0000 	 2.2975 	 0.0000 	 4.0487 	 13.8117 	 0.0000 	 2.3077 	 823.6397 	 31.0000 	 1.9493 	 2.2172 	 1.1208 	 4.2166 	 0.0000 	 1.8566 	 0.0128 
31.0000 	 2.2355 	 0.0002 	 4.0459 	 -2.3930 	 0.0000 	 2.3126 	 823.3480 	 31.0000 	 0.3564 	 3.4907 	 5.5859 	 3.5458 	 0.0000 	 2.5531 	 0.0164 
33.0000 	 2.5682 	 2.7306 	 7.4847 	 0.0835 	 0.0000 	 0.0001 	 814.9954 	 33.0000 	 2.7154 	 5.6176 	 -9.4060 	 -3.5532 	 0.0000 	 0.7019 	 0.0181 
29.0000 	 2.0896 	 2.5888 	 6.6663 	 0.0711 	 0.0000 	 0.0026 	 816.3177 	 29.0000 	 0.7191 	 8.8550 	 -1.3855 	 0.2114 	 0.0000 	 1.2280 	 0.0243 
29.0000 	 2.2722 	 2.4706 	 7.0815 	 0.0091 	 0.0000 	 0.0000 	 815.1452 	 29.0000 	 0.2100 	 5.7099 	 9.5359 	 -1.5683 	 0.0000 	 2.0586 	 0.0226 
30.0000 	 2.1233 	 1.0498 	 4.4932 	 1.0748 	 0.0000 	 2.2228 	 821.6566 	 30.0000 	 1.2151 	 1.5465 	 -0.4964 	 0.8561 	 0.0000 	 2.2455 	 0.0144 
27.0000 	 2.1013 	 0.0000 	 4.0444 	 -4.3772 	 0.0000 	 2.3068 	 824.0025 	 27.0000 	 1.9774 	 3.5176 	 7.3506 	 -3.2509 	 0.0000 	 1.3877 	 0.0132 
29.0000 	 2.3232 	 2.5840 	 7.2694 	 0.0541 	 0.0000 	 0.0000 	 815.0573 	 29.0000 	 0.0270 	 8.0183 	 6.8994 	 -2.6043 	 0.0000 	 2.0871 	 0.0227 
23.0000 	 1.9876 	 2.3154 	 6.9491 	 -0.0123 	 0.0000 	 0.4797 	 815.6628 	 23.0000 	 1.9363 	 1.9343 	 -5.9950 	 4.0253 	 0.0000 	 0.5043 	 0.0176 
27.0000 	 2.5557 	 3.7744 	 5.0586 	 3.2227 	 0.0000 	 2.2419 	 825.9036 	 27.0000 	 2.5607 	 8.7764 	 5.0616 	 3.2213 	 0.0000 	 2.2348 	 0.0472 
29.0000 	 2.2104 	 0.0018 	 4.1222 	 -1.8476 	 0.0000 	 2.2933 	 823.2408 	 29.0000 	 1.6701 	 0.9397 	 0.9403 	 -1.6126 	 0.0000 	 2.6430 	 0.0137 
29.0000 	 2.8328 	 7.5198 	 5.3117 	 5.7107 	 0.0000 	 2.2757 	 827.3935 	 29.0000 	 2.3760 	 4.6805 	 8.7328 	 -2.0191 	 0.0000 	 2.8447 	 0.0173 
20.0000 	 1.8081 	 0.0000 	 4.0509 	 5.2220 	 0.0000 	 2.3102 	 824.9979 	 20.0000 	 1.8020 	 9.0338 	 4.2945 	 0.4105 	 0.0000 	 2.7815 	 0.0180 
26.0000 	 2.2134 	 2.4470 	 7.2452 	 0.0109 	 0.0000 	 0.0022 	 815.2218 	 26.0000 	 1.5179 	 1.4614 	 -5.1446 	 -3.4600 	 0.0000 	 2.0560 	 0.0179 
27.0000 	 2.0566 	 2.4863 	 6.8439 	 0.0465 	 0.0000 	 0.0004 	 815.1691 	 27.0000 	 0.8422 	 2.9364 	 -8.0114 	 -4.1512 	 0.0000 	 1.2601 	 1.1618 
27.0000 	 2.2027 	 2.3655 	 6.9873 	 -0.0015 	 0.0000 	 0.5459 	 815.3134 	 27.0000 	 1.8623 	 8.0215 	 -6.3118 	 -2.3163 	 0.0000 	 2.9605 	 0.0198 
20.0000 	 2.3839 	 7.4671 	 6.9603 	 2.3707 	 0.0000 	 2.2586 	 827.9073 	 20.0000 	 1.1370 	 5.8249 	 8.8339 	 2.8405 	 0.0000 	 1.6085 	 0.0277 
26.0000 	 2.2317 	 2.3357 	 7.2617 	 -0.0294 	 0.0000 	 0.0062 	 815.4182 	 26.0000 	 1.4012 	 8.2088 	 -4.6851 	 -4.4119 	 0.0000 	 0.0360 	 0.0229 
18.0000 	 4.1113 	 6.2699 	 15.0164 	 0.3535 	 0.0000 	 0.0000 	 828.4676 	 18.0000 	 0.8627 	 4.9007 	 9.1693 	 -3.3273 	 0.0000 	 0.5511 	 0.1040 
24.0000 	 1.9231 	 0.9995 	 5.6658 	 -0.3589 	 0.0000 	 1.6341 	 819.0563 	 24.0000 	 0.0639 	 1.6867 	 8.6127 	 1.2882 	 0.0000 	 1.9644 	 0.0186 
26.0000 	 2.1709 	 2.4457 	 7.1307 	 0.0137 	 0.0000 	 0.0000 	 815.3026 	 26.0000 	 0.6032 	 2.9786 	 -9.9848 	 4.3161 	 0.0000 	 0.3916 	 0.0257 
16.0000 	 1.5582 	 1.1798 	 4.5529 	 1.2763 	 0.0000 	 2.2426 	 824.4367 	 16.0000 	 2.4900 	 0.6650 	 1.4452 	 4.4467 	 0.0000 	 1.7577 	 0.0204 
24.0000 	 2.5508 	 3.3039 	 8.8711 	 0.1826 	 0.0000 	 0.0751 	 818.3143 	 24.0000 	 1.3402 	 6.1329 	 9.1404 	 0.7895 	 0.0000 	 0.3624 	 0.0508 
22.0000 	 1.9916 	 0.0224 	 4.2578 	 -1.2620 	 0.0000 	 2.2292 	 823.6837 	 22.0000 	 0.3579 	 4.4409 	 -4.7855 	 -1.6860 	 0.0000 	 0.9745 	 0.0166 
24.0000 	 2.1052 	 2.4701 	 7.2454 	 0.0215 	 0.0000 	 0.0002 	 815.3893 	 24.0000 	 0.2447 	 7.5548 	 3.1548 	 2.9003 	 0.0000 	 2.5690 	 0.0347 
15.0000 	 1.5411 	 2.2427 	 6.9332 	 -0.0359 	 0.0000 	 0.0221 	 817.2241 	 15.0000 	 0.3896 	 4.6609 	 2.7945 	 1.9565 	 0.0000 	 1.2472 	 0.0336 
22.0000 	 1.9800 	 2.4431 	 7.1907 	 0.0329 	 0.0000 	 0.0005 	 815.6694 	 22.0000 	 0.4137 	 2.4044 	 -3.7083 	 1.7791 	 0.0000 	 2.4858 	 0.0234 
23.0000 	 1.9281 	 2.3454 	 6.8079 	 -0.0012 	 0.0000 	 0.3176 	 815.7884 	 23.0000 	 2.0442 	 7.8816 	 8.9343 	 -2.3614 	 0.0000 	 1.5695 	 0.0216 
12.0000 	 1.4076 	 2.1469 	 7.1456 	 -0.0519 	 0.0000 	 0.2627 	 818.5093 	 12.0000 	 0.5148 	 8.6758 	 -8.4562 	 -0.3472 	 0.0000 	 2.0312 	 0.0602 
23.0000 	 1.9482 	 0.4034 	 4.1474 	 2.5822 	 0.0000 	 2.2657 	 823.7296 	 23.0000 	 2.1566 	 4.5190 	 4.3561 	 0.7267 	 0.0000 	 1.5881 	 0.0341 
19.0000 	 1.7475 	 0.0000 	 4.0500 	 -14.2436 	 0.0000 	 2.3115 	 825.7536 	 19.0000 	 0.8930 	 7.1544 	 -0.5771 	 -2.3394 	 0.0000 	 2.4114 	 0.0214 
23.0000 	 2.5534 	 7.4891 	 5.0792 	 7.2019 	 0.0000 	 2.2842 	 828.1712 	 23.0000 	 2.4498 	 6.6634 	 0.0673 	 -1.6472 	 0.0000 	 1.9063 	 0.0206 
20.0000 	 1.8482 	 2.3908 	 7.0390 	 0.0125 	 0.0000 	 0.0000 	 815.9443 	 20.0000 	 0.4744 	 1.5021 	 -6.6236 	 -4.0715 	 0.0000 	 0.5569 	 0.0252 
12.0000 	 1.3044 	 0.8544 	 4.3259 	 1.6270 	 0.0000 	 2.2250 	 826.5053 	 12.0000 	 0.9045 	 9.0917 	 1.7108 	 3.1898 	 0.0000 	 2.4600 	 0.0316 
20.0000 	 1.8399 	 2.3584 	 7.0277 	 -0.0084 	 0.0000 	 0.1502 	 816.0278 	 20.0000 	 0.6666 	 4.0296 	 -6.2634 	 4.8875 	 0.0000 	 1.2559 	 0.0214 
20.0000 	 1.8118 	 0.0000 	 4.0472 	 -21.6995 	 0.0000 	 2.3667 	 821.1285 	 20.0000 	 0.5194 	 8.4181 	 3.6373 	 -2.8435 	 0.0000 	 1.7289 	 0.0629 
9.0000 	 1.1413 	 2.1461 	 7.0586 	 -0.0068 	 0.0000 	 0.0629 	 820.9789 	 9.0000 	 1.3063 	 5.8216 	 7.7601 	 -2.5693 	 0.0000 	 1.4308 	 0.0667 
18.0000 	 1.6333 	 0.6247 	 4.2043 	 1.4018 	 0.0000 	 2.2658 	 824.3251 	 18.0000 	 2.6553 	 5.2591 	 1.3264 	 -0.4259 	 0.0000 	 0.6286 	 0.0167 
20.0000 	 1.9045 	 2.4202 	 7.2313 	 0.0168 	 0.0000 	 0.0006 	 815.9212 	 20.0000 	 1.0538 	 5.2294 	 -9.7205 	 -0.7904 	 0.0000 	 2.9321 	 0.0265 
9.0000 	 1.2503 	 2.0696 	 7.4067 	 -0.0446 	 0.0000 	 0.0024 	 820.6440 	 9.0000 	 2.2556 	 2.6053 	 5.4365 	 1.3435 	 0.0000 	 1.0848 	 0.0898 
18.0000 	 1.8173 	 2.1912 	 7.1464 	 -0.0387 	 0.0000 	 0.5047 	 816.6598 	 18.0000 	 1.8856 	 2.5561 	 6.0939 	 0.3236 	 0.0000 	 1.3655 	 0.0268 
16.0000 	 1.6593 	 2.3008 	 7.1219 	 -0.0129 	 0.0000 	 0.0000 	 816.7911 	 16.0000 	 2.0419 	 7.4384 	 4.9637 	 1.4400 	 0.0000 	 0.1379 	 0.0297 
6.0000 	 1.1116 	 0.0346 	 4.5336 	 -1.0524 	 0.0000 	 2.1089 	 828.2092 	 6.0000 	 0.9148 	 7.4520 	 -1.8669 	 -1.9879 	 0.0000 	 2.5630 	 0.1077 
