49.0000 	 0.0027 	 6.8274 	 14.8218 	 0.0000 	 6.3599 	 850.1513 	 49.0000 	 0.5885 	 18.7866 	 3.1688 	 0.0000 	 7.0247 	 0.0000 
49.0000 	 0.6755 	 4.5352 	 14.8299 	 0.0000 	 6.3596 	 850.1501 	 49.0000 	 1.5602 	 10.4993 	 -0.2454 	 0.0000 	 7.5441 	 0.0000 
49.0000 	 0.0176 	 44.5159 	 14.8386 	 0.0000 	 6.3565 	 850.1504 	 49.0000 	 1.6973 	 2.5543 	 4.4421 	 0.0000 	 6.5010 	 0.0000 
49.0000 	 0.8680 	 12.5269 	 14.8389 	 0.0000 	 6.3574 	 850.1424 	 49.0000 	 2.2996 	 18.5532 	 3.0661 	 0.0000 	 6.6607 	 0.0000 
48.0000 	 0.0957 	 14.3119 	 14.8392 	 0.0000 	 6.3595 	 850.1505 	 48.0000 	 0.6538 	 12.9191 	 -4.9755 	 0.0000 	 8.7753 	 0.0000 
49.0000 	 0.1787 	 59.3086 	 14.8383 	 0.0000 	 6.3593 	 850.1504 	 49.0000 	 2.3387 	 10.4148 	 4.1743 	 0.0000 	 2.2341 	 0.0000 
48.0000 	 0.0028 	 1.9344 	 14.8376 	 0.0000 	 6.3576 	 850.1504 	 48.0000 	 1.2833 	 5.1898 	 -3.5473 	 0.0000 	 9.8122 	 0.0000 
49.0000 	 0.6044 	 8.5635 	 14.8391 	 0.0000 	 6.3499 	 850.1503 	 49.0000 	 2.1012 	 19.4557 	 -4.2585 	 0.0000 	 5.8352 	 0.0006 
48.0000 	 0.0177 	 36.3670 	 14.8374 	 0.0000 	 6.3561 	 850.1504 	 48.0000 	 2.5304 	 11.6550 	 0.2502 	 0.0000 	 3.8595 	 0.0000 
49.0000 	 0.0476 	 0.3141 	 14.8378 	 0.0000 	 6.3552 	 850.1505 	 49.0000 	 1.6973 	 2.5543 	 4.4421 	 0.0000 	 6.5010 	 0.0000 
50.0000 	 0.1100 	 5.9648 	 14.8361 	 0.0000 	 6.3575 	 850.1504 	 50.0000 	 1.4362 	 13.3018 	 2.9918 	 0.0000 	 8.6853 	 0.0000 
48.0000 	 0.0557 	 4.0563 	 14.8266 	 0.0000 	 6.3571 	 850.1508 	 48.0000 	 2.6457 	 2.5651 	 2.7636 	 0.0000 	 4.3971 	 0.0000 
50.0000 	 0.1428 	 2.1510 	 14.8341 	 0.0000 	 6.3551 	 850.1505 	 50.0000 	 0.0962 	 12.6200 	 -3.6847 	 0.0000 	 0.7857 	 0.0000 
50.0000 	 0.0055 	 4.5837 	 14.8389 	 0.0000 	 6.3623 	 850.1505 	 50.0000 	 1.2877 	 11.4255 	 0.6272 	 0.0000 	 9.1076 	 0.0000 
46.0000 	 0.0793 	 4.0198 	 14.9561 	 0.0000 	 6.1487 	 850.4725 	 46.0000 	 1.7106 	 10.5282 	 -2.4544 	 0.0000 	 8.5343 	 0.0000 
46.0000 	 0.0030 	 5.2738 	 14.8401 	 0.0000 	 6.3545 	 850.1505 	 46.0000 	 1.6710 	 8.0261 	 -1.2282 	 0.0000 	 0.9922 	 0.0000 
50.0000 	 0.0179 	 3.6841 	 14.8395 	 0.0000 	 6.3583 	 850.1504 	 50.0000 	 2.8376 	 4.9907 	 -1.5004 	 0.0000 	 4.3104 	 0.0000 
45.0000 	 0.0566 	 2.4987 	 14.8488 	 0.0000 	 6.3723 	 850.1519 	 45.0000 	 2.6773 	 4.5687 	 0.5958 	 0.0000 	 8.7617 	 0.0000 
47.0000 	 0.0287 	 12.1094 	 14.8369 	 0.0000 	 6.3571 	 850.1504 	 47.0000 	 1.3582 	 4.1976 	 2.3549 	 0.0000 	 0.9644 	 0.0000 
47.0000 	 0.7500 	 2.4130 	 14.8761 	 0.0000 	 6.3025 	 850.1694 	 47.0000 	 1.4111 	 1.3399 	 1.8590 	 0.0000 	 1.7909 	 0.0003 
49.0000 	 1.9028 	 12.1907 	 20.0762 	 0.0000 	 1.7486 	 829.9427 	 49.0000 	 2.5045 	 10.6419 	 -2.8759 	 0.0000 	 4.1414 	 0.0137 
48.0000 	 1.8813 	 12.2878 	 20.1087 	 0.0000 	 1.7511 	 829.8155 	 48.0000 	 0.7202 	 8.4833 	 -4.9965 	 0.0000 	 6.4967 	 0.0142 
46.0000 	 0.0212 	 2.7579 	 14.8364 	 0.0000 	 6.3562 	 850.1504 	 46.0000 	 1.4368 	 9.8931 	 -3.6862 	 0.0000 	 7.2625 	 0.0000 
47.0000 	 0.7085 	 2.9454 	 14.8384 	 0.0000 	 6.3598 	 850.1495 	 47.0000 	 2.8071 	 3.1518 	 4.4667 	 0.0000 	 0.1654 	 0.0000 
48.0000 	 0.0982 	 28.8758 	 14.8346 	 0.0000 	 6.3568 	 850.1504 	 48.0000 	 2.7253 	 5.4683 	 -4.9769 	 0.0000 	 9.6112 	 0.0000 
47.0000 	 0.0029 	 4.7324 	 14.8386 	 0.0000 	 6.3537 	 850.1506 	 47.0000 	 0.5206 	 12.5122 	 -3.0683 	 0.0000 	 2.2834 	 0.0000 
46.0000 	 0.0367 	 8.0252 	 14.8366 	 0.0000 	 6.3574 	 850.1504 	 46.0000 	 2.6025 	 14.1532 	 1.8732 	 0.0000 	 9.4866 	 0.0000 
46.0000 	 0.0703 	 1.2500 	 14.8334 	 0.0000 	 6.3455 	 850.1512 	 46.0000 	 0.9592 	 15.8588 	 -3.9841 	 0.0000 	 4.5251 	 0.0007 
46.0000 	 0.2440 	 38.3078 	 14.8172 	 0.0000 	 6.3588 	 850.1518 	 46.0000 	 1.6236 	 17.9196 	 -1.6926 	 0.0000 	 8.6440 	 0.0000 
44.0000 	 0.2696 	 23.8639 	 14.8411 	 0.0000 	 6.3524 	 850.1505 	 44.0000 	 0.8500 	 18.5086 	 -3.8003 	 0.0000 	 5.3289 	 0.0000 
46.0000 	 1.6383 	 27.2144 	 19.9935 	 0.0000 	 1.6629 	 828.8930 	 46.0000 	 1.4984 	 5.6449 	 -0.5773 	 0.0000 	 6.4978 	 0.0108 
44.0000 	 0.5189 	 0.0092 	 14.8367 	 0.0000 	 6.3567 	 850.1504 	 44.0000 	 0.4963 	 5.9549 	 -3.6447 	 0.0000 	 3.3262 	 0.0000 
44.0000 	 0.0026 	 14.0334 	 14.8340 	 0.0000 	 6.3568 	 850.1502 	 44.0000 	 2.4491 	 8.6412 	 -4.9745 	 0.0000 	 3.4018 	 0.0000 
