50.0000 	 0.3907 	 0.8496 	 -8.4161 	 1542.4661 	50.0000 	 0.7969 	 2.1762 	 -1.1193 	 0.0642 
50.0000 	 0.2846 	 0.4623 	 -4.5003 	 1542.2358 	50.0000 	 0.6457 	 2.2384 	 -1.6694 	 0.1934 
50.0000 	 0.5797 	 1.9047 	 -18.4880 	 1542.4702 	50.0000 	 2.8052 	 2.4830 	 -2.9504 	 0.0578 
49.0000 	 0.3529 	 0.7094 	 -6.7307 	 1542.3570 	49.0000 	 2.9406 	 2.4866 	 -0.3026 	 0.0544 
50.0000 	 0.0094 	 3.3114 	 -9.0120 	 1900.6726 	50.0000 	 2.1593 	 1.3052 	 -2.8129 	 0.0106 
50.0000 	 0.0952 	 4.4855 	 -10.3654 	 1814.8695 	50.0000 	 2.1190 	 0.2394 	 -6.9529 	 0.0157 
36.0000 	 1.1212 	 6.4133 	 -50.0000 	 819.8661 	36.0000 	 2.6620 	 0.4849 	 -2.4525 	 0.3530 
50.0000 	 0.5972 	 2.0228 	 -19.6458 	 1542.3839 	50.0000 	 0.2243 	 2.7319 	 -0.0430 	 0.1440 
50.0000 	 0.3650 	 0.7732 	 -7.3630 	 1542.3993 	50.0000 	 1.5451 	 2.7761 	 -0.0301 	 0.0551 
50.0000 	 0.0536 	 2.1248 	 -4.8301 	 1814.8897 	50.0000 	 0.2317 	 2.0797 	 -5.2482 	 0.0008 
36.0000 	 0.3012 	 10.0000 	 -25.6780 	 1105.6382 	36.0000 	 0.4111 	 2.4096 	 -4.6726 	 0.0906 
36.0000 	 1.1246 	 6.2918 	 -50.0000 	 819.7275 	36.0000 	 2.5458 	 2.6979 	 -4.2924 	 0.3185 
36.0000 	 1.1275 	 6.3791 	 -50.0000 	 820.0609 	36.0000 	 0.7629 	 2.3788 	 -6.7103 	 0.2408 
35.0000 	 1.1485 	 6.3258 	 -49.9707 	 818.1070 	35.0000 	 2.9340 	 1.7090 	 -4.9619 	 0.3672 
36.0000 	 1.1168 	 6.4407 	 -50.0000 	 820.1138 	36.0000 	 0.8730 	 1.8626 	 -5.2260 	 0.2078 
37.0000 	 1.0983 	 6.1815 	 -50.0000 	 824.3020 	37.0000 	 1.5395 	 0.2201 	 -1.2338 	 0.2378 
21.0000 	 1.0155 	 3.2738 	 -22.3314 	 829.8302 	21.0000 	 0.6539 	 0.1262 	 -0.2852 	 0.1511 
36.0000 	 1.1155 	 6.3940 	 -49.6738 	 820.3607 	36.0000 	 0.8792 	 1.1555 	 -1.4166 	 0.1764 
36.0000 	 0.4175 	 0.8657 	 -7.0768 	 1542.1639 	36.0000 	 1.1279 	 2.2112 	 -6.8419 	 0.0703 
20.0000 	 0.9496 	 3.1013 	 -19.3882 	 831.3715 	20.0000 	 1.4070 	 2.9942 	 -2.8259 	 0.1343 
36.0000 	 1.1262 	 6.4835 	 -50.0000 	 820.0454 	36.0000 	 0.9450 	 1.6131 	 -1.6088 	 0.2446 
35.0000 	 0.0426 	 1.1778 	 -3.5158 	 1862.7360 	35.0000 	 1.0557 	 1.6302 	 -1.8460 	 0.0004 
6.0000 	 4.9299 	 4.1478 	 -20.3208 	 818.8585 	6.0000 	 2.9777 	 1.2523 	 -3.0177 	 1.2716 
5.0000 	 4.4092 	 2.3376 	 -10.2980 	 830.1592 	5.0000 	 2.8591 	 1.2853 	 -0.3745 	 0.7912 
21.0000 	 0.0880 	 3.1130 	 -7.0206 	 1301.3846 	21.0000 	 0.5847 	 1.2641 	 -2.2084 	 0.2967 
34.0000 	 1.1694 	 6.0864 	 -49.2997 	 817.7942 	34.0000 	 1.4961 	 0.6118 	 -2.5307 	 0.1690 
35.0000 	 1.1555 	 6.0428 	 -50.0000 	 818.7922 	35.0000 	 1.2891 	 0.5044 	 -6.7360 	 0.3329 
35.0000 	 1.1456 	 6.2509 	 -50.0000 	 817.8495 	35.0000 	 2.9839 	 1.4750 	 -5.7544 	 0.1545 
35.0000 	 1.1468 	 6.3052 	 -50.0000 	 818.2225 	35.0000 	 1.4305 	 0.9675 	 -1.8087 	 0.1152 
35.0000 	 1.1403 	 6.2857 	 -49.6056 	 818.5861 	35.0000 	 1.3821 	 2.1213 	 -1.9296 	 0.1289 
35.0000 	 0.2966 	 0.4232 	 -3.4573 	 1542.1185 	35.0000 	 2.1538 	 1.7446 	 -1.2771 	 0.0464 
49.0000 	 0.4841 	 1.3306 	 -12.7231 	 1542.2574 	49.0000 	 0.1532 	 0.5271 	 -4.7852 	 0.1050 
20.0000 	 0.9581 	 3.0403 	 -19.6389 	 831.2688 	20.0000 	 0.8023 	 0.2989 	 -0.1942 	 0.1544 
21.0000 	 0.9669 	 3.2364 	 -21.0131 	 829.9200 	21.0000 	 1.2857 	 0.1673 	 -5.4482 	 0.1470 
21.0000 	 0.9877 	 3.2377 	 -21.5520 	 829.5191 	21.0000 	 2.2118 	 2.2220 	 -3.6094 	 0.1534 
21.0000 	 0.9959 	 3.2840 	 -21.8010 	 829.6866 	21.0000 	 2.7975 	 2.6403 	 -2.1412 	 0.1440 
6.0000 	 0.4861 	 0.3330 	 -1.3663 	 879.0544 	6.0000 	 0.3633 	 0.3174 	 -4.3307 	 0.3331 
21.0000 	 0.9709 	 3.2759 	 -21.0973 	 830.0600 	21.0000 	 0.7999 	 1.1274 	 -0.2825 	 0.1241 
22.0000 	 0.9985 	 3.4515 	 -23.2911 	 828.4526 	22.0000 	 0.4891 	 2.7098 	 -5.2297 	 0.1396 
5.0000 	 0.9704 	 0.3184 	 -1.2925 	 894.5852 	5.0000 	 1.4929 	 1.1525 	 -0.4526 	 0.5236 
21.0000 	 0.9621 	 3.2130 	 -20.9294 	 829.8328 	21.0000 	 0.5885 	 0.3912 	 -6.2016 	 0.1222 
20.0000 	 0.9815 	 3.0303 	 -20.0055 	 831.3503 	20.0000 	 0.5863 	 0.1392 	 -2.3822 	 0.2011 
20.0000 	 0.9397 	 3.0923 	 -19.1751 	 831.3950 	20.0000 	 0.5882 	 2.6942 	 -6.8074 	 0.1163 
6.0000 	 1.5115 	 0.6818 	 -3.1177 	 870.6987 	6.0000 	 1.7555 	 2.6348 	 -1.1472 	 0.5352 
6.0000 	 4.0875 	 3.2537 	 -13.9325 	 828.9426 	6.0000 	 0.0384 	 1.7488 	 -2.0177 	 1.1291 
20.0000 	 0.0080 	 4.1366 	 -11.9151 	 1193.0874 	20.0000 	 2.4917 	 1.4075 	 -2.9534 	 0.4362 
35.0000 	 1.1459 	 6.2446 	 -49.5606 	 818.6303 	35.0000 	 2.0534 	 1.8388 	 -6.9037 	 0.2835 
20.0000 	 0.9385 	 3.0212 	 -19.1156 	 831.4380 	20.0000 	 0.0901 	 1.0526 	 -5.0924 	 0.1586 
5.0000 	 2.9131 	 1.2688 	 -4.8640 	 845.4997 	5.0000 	 2.3194 	 1.7124 	 -5.1719 	 0.6782 
5.0000 	 2.4026 	 0.9063 	 -3.5691 	 855.8858 	5.0000 	 1.2654 	 2.8713 	 -2.5019 	 0.4670 
19.0000 	 0.9685 	 2.8646 	 -18.4581 	 832.7277 	19.0000 	 1.5370 	 2.2837 	 -4.4234 	 0.1592 
6.0000 	 2.4266 	 1.2757 	 -5.7102 	 849.8390 	6.0000 	 1.6104 	 1.0258 	 -1.0559 	 0.5538 
6.0000 	 2.6134 	 1.4259 	 -6.6017 	 843.2085 	6.0000 	 1.6091 	 0.0457 	 -2.2348 	 0.7848 
20.0000 	 0.9830 	 3.1695 	 -20.2722 	 831.7795 	20.0000 	 2.5869 	 2.3510 	 -5.1599 	 0.1447 
7.0000 	 2.0556 	 1.3289 	 -6.5791 	 850.4547 	7.0000 	 0.9677 	 2.4276 	 -4.9045 	 0.5119 
5.0000 	 2.3628 	 0.6993 	 -3.3211 	 853.9502 	5.0000 	 2.3651 	 0.6988 	 -3.3165 	 0.2198 
5.0000 	 2.1005 	 0.7285 	 -2.9577 	 861.6904 	5.0000 	 0.1274 	 2.4611 	 -3.9160 	 0.5108 
4.0000 	 2.4322 	 0.5222 	 -1.9483 	 867.0030 	4.0000 	 0.4060 	 1.6134 	 -6.1278 	 0.6147 
6.0000 	 3.5380 	 2.4512 	 -11.0445 	 831.2376 	6.0000 	 2.4482 	 1.8683 	 -6.7295 	 0.6413 
37.0000 	 1.0981 	 6.5311 	 -50.0000 	 823.1927 	37.0000 	 0.7720 	 2.5555 	 -5.4673 	 0.2332 
5.0000 	 1.4871 	 0.4510 	 -1.8771 	 877.6897 	5.0000 	 1.4700 	 1.8100 	 -2.2420 	 0.3693 
21.0000 	 1.7920 	 4.3981 	 -42.6849 	 837.5449 	21.0000 	 1.3311 	 0.3848 	 -4.8622 	 0.3670 
34.0000 	 1.1722 	 5.9749 	 -50.0000 	 817.9140 	34.0000 	 0.0232 	 2.4510 	 -1.4065 	 0.1845 
22.0000 	 1.0271 	 3.5184 	 -24.0911 	 828.6832 	22.0000 	 2.6030 	 1.1529 	 -3.0135 	 0.3403 
20.0000 	 0.9897 	 3.0688 	 -20.2621 	 831.0995 	20.0000 	 0.7923 	 2.0809 	 -3.8007 	 0.1485 
49.0000 	 0.6069 	 2.0894 	 -19.8986 	 1542.2017 	49.0000 	 1.7813 	 1.8412 	 -2.9241 	 0.0584 
19.0000 	 0.9502 	 2.8138 	 -17.9858 	 832.8205 	19.0000 	 0.1470 	 0.5367 	 -1.2927 	 0.1968 
6.0000 	 2.3339 	 1.2358 	 -5.3400 	 851.8336 	6.0000 	 0.5106 	 2.4579 	 -5.0823 	 0.4838 
7.0000 	 1.8186 	 1.1141 	 -5.5143 	 858.2644 	7.0000 	 1.4254 	 2.1855 	 -1.5496 	 0.5181 
4.0000 	 5.5683 	 2.2421 	 -8.6358 	 827.5502 	4.0000 	 2.8031 	 2.5877 	 -2.1148 	 1.2625 
5.0000 	 4.5161 	 2.4061 	 -10.6531 	 827.3570 	5.0000 	 2.3397 	 1.2938 	 -5.6734 	 0.7278 
49.0000 	 0.0094 	 0.9693 	 -2.4831 	 1900.6840 	49.0000 	 2.7128 	 0.9038 	 -5.9668 	 0.0010 
49.0000 	 0.3178 	 0.5623 	 -5.4633 	 1542.4412 	49.0000 	 0.7828 	 2.4983 	 -3.9190 	 0.0506 
37.0000 	 1.1012 	 6.5671 	 -50.0000 	 823.4763 	37.0000 	 0.1421 	 1.3244 	 -6.8310 	 0.2818 
49.0000 	 0.1509 	 4.2187 	 -10.5367 	 1814.7500 	49.0000 	 0.0701 	 2.5123 	 -0.5657 	 0.0063 
49.0000 	 0.4362 	 1.0747 	 -10.3007 	 1542.3381 	49.0000 	 0.7473 	 0.7955 	 -6.8822 	 0.0540 
49.0000 	 0.2985 	 0.5088 	 -4.8292 	 1542.4185 	49.0000 	 2.3122 	 2.4245 	 -3.9668 	 0.0602 
50.0000 	 0.2617 	 0.3949 	 -3.7852 	 1542.4250 	50.0000 	 1.8631 	 0.0994 	 -3.2518 	 0.0697 
49.0000 	 0.4437 	 1.0880 	 -10.6250 	 1542.4614 	49.0000 	 1.7687 	 2.6184 	 -1.1488 	 0.0614 
36.0000 	 0.3644 	 0.6440 	 -5.3607 	 1541.9603 	36.0000 	 2.0520 	 1.0315 	 -6.6263 	 0.0727 
35.0000 	 0.0134 	 0.6465 	 -1.8051 	 1888.8052 	35.0000 	 2.0495 	 0.4301 	 -5.6218 	 0.0726 
37.0000 	 1.1013 	 6.5626 	 -50.0000 	 823.6595 	37.0000 	 1.6169 	 2.2507 	 -6.7422 	 0.2390 
21.0000 	 0.0128 	 4.5566 	 -12.9645 	 1194.3705 	21.0000 	 1.2733 	 0.4136 	 -3.5127 	 0.3386 
20.0000 	 0.9909 	 3.0143 	 -20.2814 	 831.0450 	20.0000 	 2.6571 	 0.8731 	 -3.2377 	 0.3259 
49.0000 	 0.7253 	 9.9999 	 -50.0000 	 1059.0889 	49.0000 	 1.7014 	 2.3387 	 -6.0939 	 0.6748 
6.0000 	 5.5912 	 4.7369 	 -24.4090 	 817.4099 	6.0000 	 2.8478 	 2.9022 	 -2.9820 	 0.2968 
5.0000 	 2.0670 	 0.7069 	 -2.9466 	 862.2610 	5.0000 	 1.1024 	 2.9646 	 -3.3144 	 0.5983 
37.0000 	 0.2884 	 0.4048 	 -3.4530 	 1542.3002 	37.0000 	 2.0323 	 2.4039 	 -0.2702 	 0.0324 
34.0000 	 0.2407 	 10.0000 	 -24.2262 	 1104.3788 	34.0000 	 1.3155 	 1.6166 	 -3.3867 	 0.1084 
37.0000 	 0.5206 	 1.3097 	 -11.3060 	 1541.9903 	37.0000 	 0.6009 	 0.2206 	 -6.2557 	 0.0364 
49.0000 	 0.5077 	 7.3573 	 -4.7068 	 1898.3309 	49.0000 	 0.9172 	 1.8910 	 -4.6390 	 0.0133 
37.0000 	 1.1004 	 6.4186 	 -49.9998 	 823.1254 	37.0000 	 1.6548 	 1.1924 	 -0.2873 	 0.1990 
37.0000 	 1.0994 	 6.3447 	 -50.0000 	 823.3057 	37.0000 	 1.5667 	 2.7190 	 -5.8031 	 0.2589 
22.0000 	 0.9869 	 3.4092 	 -22.8876 	 828.5796 	22.0000 	 1.4239 	 0.5124 	 -5.1662 	 0.1129 
50.0000 	 0.7121 	 3.2776 	 -28.3049 	 1536.1244 	50.0000 	 2.5523 	 1.0718 	 -6.3704 	 0.6082 
34.0000 	 1.1769 	 6.1085 	 -50.0000 	 817.5767 	34.0000 	 2.8121 	 1.7918 	 -6.4686 	 0.1509 
34.0000 	 1.1777 	 6.0215 	 -50.0000 	 817.5684 	34.0000 	 2.4582 	 1.4759 	 -5.4179 	 0.1131 
34.0000 	 1.1811 	 6.1274 	 -50.0000 	 817.8585 	34.0000 	 1.2092 	 1.9981 	 -6.3791 	 0.1594 
22.0000 	 1.0201 	 3.4461 	 -23.9120 	 828.5472 	22.0000 	 2.7499 	 2.2190 	 -5.7021 	 0.1249 
36.0000 	 1.1033 	 6.3316 	 -49.0315 	 821.1843 	36.0000 	 2.5858 	 1.1271 	 -5.2722 	 0.2209 
19.0000 	 0.9417 	 2.8741 	 -17.8516 	 832.6900 	19.0000 	 0.6999 	 1.2022 	 -4.4718 	 0.1462 
35.0000 	 0.4401 	 0.9090 	 -7.5974 	 1542.0693 	35.0000 	 0.1685 	 1.3835 	 -6.5550 	 0.0633 
7.0000 	 2.6101 	 1.9146 	 -9.3448 	 840.6117 	7.0000 	 1.0037 	 1.2921 	 -1.6041 	 0.5824 
