2.8295 	 0.1356 	 0.2856 	 0.0379 	 2.4206 	 9.2395 	 7.4502 	 4.2568 	 7.1229 	 0.0000 	 1.1771 	 834.6617 	 3.1679 	 0.8567 	 0.3332 	 0.8168 	 7.1892 	 3.6069 	 7.8067 	 1.8460 	 1.7801 	 0.0000 	 -8.8307 	 0.0006 
2.1312 	 0.0060 	 0.2251 	 0.0081 	 2.8437 	 0.6894 	 7.7380 	 2.0647 	 7.0133 	 0.0000 	 1.2584 	 833.7643 	 1.1751 	 0.8670 	 0.3003 	 0.9669 	 6.9385 	 3.5226 	 8.2296 	 1.8250 	 1.4245 	 0.0000 	 -11.7860 	 0.1297 
3.3964 	 0.0428 	 0.0273 	 0.0888 	 3.1270 	 2.3350 	 2.4070 	 9.9651 	 6.4422 	 0.0000 	 1.0574 	 822.1735 	 0.9644 	 0.2870 	 0.5997 	 0.7973 	 6.9932 	 5.9053 	 1.3013 	 0.9284 	 0.1639 	 0.0000 	 -5.4135 	 0.0049 
3.2237 	 0.0182 	 0.0434 	 0.0271 	 2.0421 	 0.4564 	 9.1397 	 5.2141 	 6.5220 	 0.0000 	 1.0844 	 822.4800 	 0.6334 	 0.0635 	 0.0658 	 0.7781 	 7.8756 	 0.7686 	 9.2428 	 2.3700 	 0.0587 	 0.0000 	 -9.4867 	 0.0054 
3.4012 	 0.0830 	 0.0029 	 0.0160 	 49.9986 	 8.9673 	 8.4473 	 1.9391 	 7.1096 	 0.0000 	 1.1805 	 834.7859 	 3.3831 	 0.5151 	 0.9203 	 0.2388 	 7.2776 	 3.4486 	 0.6420 	 0.2738 	 0.8937 	 0.0000 	 -4.6914 	 0.0020 
3.3580 	 0.0389 	 0.1207 	 0.0010 	 1.0987 	 3.5994 	 6.2945 	 2.4092 	 7.1270 	 0.0000 	 1.1763 	 834.7646 	 1.9463 	 0.4659 	 0.1106 	 0.0267 	 4.2040 	 3.9064 	 2.7043 	 2.4431 	 -1.2940 	 0.0000 	 -3.8155 	 0.0013 
2.4306 	 0.0266 	 0.0213 	 0.0387 	 10.5008 	 0.4986 	 9.8683 	 6.3270 	 6.4719 	 0.0000 	 1.0611 	 822.2104 	 1.5096 	 0.3216 	 0.2954 	 0.1613 	 5.0316 	 3.0069 	 8.9150 	 0.4708 	 2.9055 	 0.0000 	 -2.5519 	 0.0043 
3.4009 	 0.0223 	 0.0577 	 0.0300 	 1.2995 	 0.2660 	 4.5436 	 4.3831 	 6.3573 	 0.0000 	 1.0774 	 822.5627 	 2.2649 	 0.8874 	 0.8955 	 0.6284 	 2.6855 	 0.8542 	 0.2979 	 1.3568 	 -2.9610 	 0.0000 	 -7.3486 	 0.0066 
3.3977 	 0.1324 	 0.0075 	 0.0077 	 38.6186 	 1.7873 	 0.4291 	 2.8551 	 6.8974 	 0.0000 	 1.1669 	 832.7962 	 1.2448 	 0.2642 	 0.7506 	 0.4620 	 14.0706 	 2.1093 	 4.5543 	 1.6638 	 -1.7538 	 0.0000 	 -12.6741 	 0.0040 
2.6571 	 0.0046 	 0.1016 	 0.0386 	 1.0000 	 1.5457 	 8.0392 	 6.8057 	 6.5115 	 0.0000 	 1.0636 	 822.6785 	 1.5255 	 0.2338 	 0.6000 	 0.2751 	 10.8767 	 3.5550 	 2.4092 	 2.1710 	 0.1231 	 0.0000 	 -1.2285 	 0.0142 
