50.0000 	 0.0035 	 6.2113 	 6.4980 	 5.1902 	 2.9043 	 0.0000 	 1.9917 	 998.6558 	 50.0000 	 2.7019 	 1.1376 	 5.5494 	 0.2881 	 2.5955 	 0.0000 	 1.8682 	 0.0000 
50.0000 	 0.0024 	 5.8142 	 5.1099 	 3.2817 	 4.8127 	 0.0000 	 1.9918 	 998.6559 	 50.0000 	 1.1381 	 9.0881 	 8.2482 	 0.1969 	 0.7338 	 0.0000 	 2.8932 	 0.0000 
50.0000 	 2.0076 	 8.5925 	 8.1836 	 1.7618 	 7.9072 	 0.0000 	 2.1578 	 771.1475 	 50.0000 	 1.0529 	 7.2154 	 0.0489 	 1.4805 	 -0.0938 	 0.0000 	 1.2331 	 0.0081 
50.0000 	 2.0065 	 1.1392 	 2.0161 	 0.8448 	 7.4589 	 0.0000 	 2.1488 	 769.6534 	 50.0000 	 2.7019 	 1.1376 	 5.5494 	 0.2881 	 2.5955 	 0.0000 	 1.8682 	 0.0047 
50.0000 	 1.9935 	 3.0034 	 0.4684 	 4.0087 	 6.0469 	 0.0000 	 2.0871 	 768.8411 	 50.0000 	 1.6074 	 2.7079 	 5.3848 	 2.1713 	 2.5207 	 0.0000 	 2.1041 	 0.0042 
48.0000 	 2.1265 	 0.2442 	 2.3800 	 7.0883 	 1.5570 	 0.0000 	 1.2718 	 749.4395 	 48.0000 	 0.3857 	 7.9190 	 8.4393 	 1.4950 	 0.5212 	 0.0000 	 0.0559 	 0.0099 
50.0000 	 1.9916 	 2.2338 	 3.1917 	 0.8618 	 7.6900 	 0.0000 	 2.1642 	 770.1551 	 50.0000 	 0.3085 	 3.3675 	 1.2295 	 0.9007 	 -0.3679 	 0.0000 	 2.3527 	 0.0035 
50.0000 	 2.0384 	 0.3154 	 3.0252 	 5.5462 	 2.9889 	 0.0000 	 1.3057 	 744.0699 	 50.0000 	 0.9104 	 7.3191 	 9.1266 	 0.6334 	 -0.1117 	 0.0000 	 1.7411 	 0.0042 
49.0000 	 2.0077 	 0.2986 	 6.8790 	 5.0843 	 3.3690 	 0.0000 	 1.3385 	 744.0730 	 49.0000 	 0.5650 	 2.6871 	 7.1789 	 0.1902 	 -1.2926 	 0.0000 	 1.1474 	 0.0058 
50.0000 	 2.0626 	 0.1964 	 0.7839 	 9.6349 	 -0.8166 	 0.0000 	 1.2205 	 747.2671 	 50.0000 	 1.3147 	 0.9226 	 3.6614 	 2.6635 	 -2.7160 	 0.0000 	 2.3876 	 0.0064 
50.0000 	 1.9869 	 3.7435 	 1.5310 	 1.1771 	 7.7018 	 0.0000 	 2.1597 	 770.3237 	 50.0000 	 2.0280 	 2.1834 	 9.9479 	 1.6659 	 -0.4070 	 0.0000 	 0.8312 	 0.0042 
49.0000 	 2.0092 	 0.3203 	 2.8140 	 5.6219 	 2.9054 	 0.0000 	 1.2985 	 744.0439 	 49.0000 	 0.5408 	 3.0622 	 1.2813 	 0.2108 	 0.4405 	 0.0000 	 1.4607 	 0.0048 
50.0000 	 2.0222 	 0.3034 	 8.3132 	 5.0258 	 3.4070 	 0.0000 	 1.3520 	 744.1390 	 50.0000 	 1.7247 	 3.4028 	 5.5209 	 1.4381 	 1.2596 	 0.0000 	 0.6735 	 0.0045 
