50.0000 	 1.6431 	 1.9861 	 0.0000 	 4.1338 	 921.0723 	 50.0000 	 0.8912 	 2.4705 	 0.0000 	 1.6393 	 0.3038 
50.0000 	 3.5518 	 0.2422 	 0.0000 	 9.4125 	 983.7962 	 50.0000 	 1.0936 	 1.6690 	 0.0000 	 1.9328 	 0.2194 
50.0000 	 0.6840 	 0.1173 	 0.0000 	 5.4467 	 913.9418 	 50.0000 	 1.6694 	 0.0833 	 0.0000 	 2.7432 	 0.0046 
40.0000 	 1.7617 	 3.8475 	 0.0000 	 0.0003 	 913.4747 	 40.0000 	 1.8310 	 2.9559 	 0.0000 	 0.9627 	 0.1025 
40.0000 	 0.6576 	 0.1461 	 0.0000 	 5.4233 	 914.2120 	 40.0000 	 2.2422 	 2.5054 	 0.0000 	 0.5533 	 0.0032 
40.0000 	 0.6542 	 0.1445 	 0.0000 	 5.4356 	 914.2096 	 40.0000 	 2.2825 	 0.0467 	 0.0000 	 0.1937 	 0.0021 
40.0000 	 2.4462 	 9.9994 	 0.0000 	 0.3466 	 929.3688 	 40.0000 	 0.3102 	 4.5798 	 0.0000 	 1.9458 	 0.0533 
30.0000 	 1.2327 	 1.4164 	 0.0000 	 4.3816 	 914.3680 	 30.0000 	 2.7170 	 2.1055 	 0.0000 	 2.7634 	 0.0122 
30.0000 	 1.2493 	 1.4954 	 0.0000 	 4.2948 	 914.3364 	 30.0000 	 1.3321 	 2.4172 	 0.0000 	 2.3755 	 0.0098 
30.0000 	 5.9929 	 0.0038 	 0.0000 	 9.9990 	 888.2575 	 30.0000 	 2.3340 	 3.6445 	 0.0000 	 0.5007 	 0.4281 
30.0000 	 1.2587 	 1.5510 	 0.0000 	 4.2457 	 914.3337 	 30.0000 	 2.3049 	 3.0808 	 0.0000 	 2.5440 	 0.0098 
40.0000 	 0.6612 	 0.1486 	 0.0000 	 5.4311 	 914.2065 	 40.0000 	 0.3218 	 0.6414 	 0.0000 	 2.5775 	 0.0022 
20.0000 	 0.9337 	 1.2640 	 0.0000 	 4.6101 	 915.7658 	 20.0000 	 1.1185 	 4.9880 	 0.0000 	 1.4608 	 0.0098 
20.0000 	 0.5589 	 0.2883 	 0.0000 	 5.3912 	 915.9411 	 20.0000 	 0.1243 	 2.3471 	 0.0000 	 1.0743 	 0.0055 
25.0000 	 1.0973 	 1.3786 	 0.0000 	 4.4418 	 914.8470 	 25.0000 	 0.3171 	 1.0012 	 0.0000 	 2.2931 	 0.0112 
25.0000 	 1.0958 	 1.3772 	 0.0000 	 4.4125 	 914.8574 	 25.0000 	 0.5024 	 1.6673 	 0.0000 	 2.4561 	 0.0099 
30.0000 	 1.2574 	 1.5417 	 0.0000 	 4.2177 	 914.3065 	 30.0000 	 1.0293 	 3.0036 	 0.0000 	 1.8964 	 0.0135 
20.0000 	 1.2595 	 1.7459 	 0.0000 	 4.4531 	 910.5401 	 20.0000 	 1.2581 	 1.7435 	 0.0000 	 2.9535 	 0.1147 
20.0000 	 0.9398 	 1.2805 	 0.0000 	 4.6550 	 915.7965 	 20.0000 	 1.3545 	 3.7952 	 0.0000 	 0.6394 	 0.0126 
40.0000 	 1.5291 	 1.7344 	 0.0000 	 4.0734 	 913.7494 	 40.0000 	 1.5174 	 1.5883 	 0.0000 	 1.7016 	 0.0123 
25.0000 	 0.5911 	 0.2309 	 0.0000 	 5.4189 	 915.1707 	 25.0000 	 2.0948 	 3.5975 	 0.0000 	 2.4993 	 0.0040 
25.0000 	 1.1123 	 1.4533 	 0.0000 	 4.3704 	 914.8506 	 25.0000 	 0.8060 	 1.1088 	 0.0000 	 1.9801 	 0.0120 
25.0000 	 0.5936 	 0.2331 	 0.0000 	 5.3902 	 915.1659 	 25.0000 	 2.6934 	 2.2133 	 0.0000 	 0.3784 	 0.0036 
20.0000 	 0.9236 	 1.2133 	 0.0000 	 4.6193 	 915.7801 	 20.0000 	 2.6146 	 4.1835 	 0.0000 	 2.2492 	 0.0552 
15.0000 	 0.9731 	 3.3541 	 0.0000 	 4.2656 	 904.8295 	 15.0000 	 0.6459 	 0.9373 	 0.0000 	 0.6944 	 0.1542 
25.0000 	 0.5941 	 0.2339 	 0.0000 	 5.3995 	 915.1692 	 25.0000 	 2.1138 	 1.4208 	 0.0000 	 0.4711 	 0.0022 
10.0000 	 0.4506 	 0.6076 	 0.0000 	 5.2585 	 921.4322 	 10.0000 	 0.9305 	 3.1647 	 0.0000 	 2.1890 	 0.0111 
15.0000 	 0.5582 	 0.4817 	 0.0000 	 5.2773 	 917.4625 	 15.0000 	 2.7304 	 0.1560 	 0.0000 	 0.0206 	 0.0099 
5.0000 	 0.2852 	 0.8995 	 0.0000 	 5.5750 	 934.3096 	 5.0000 	 2.7161 	 2.6179 	 0.0000 	 2.8514 	 0.0292 
