50 	 47 	 42 	 41 	 38 	 34 	 32 	 28 	 27 	 22 	 19 	 18 	 14 	 14 	 11 	 9 	 8 	 6 	 5 	 2 	 2
50 	 47 	 42 	 41 	 38 	 34 	 32 	 28 	 27 	 22 	 19 	 18 	 14 	 14 	 11 	 9 	 8 	 6 	 5 	 2 	 2
50 	 46 	 44 	 41 	 37 	 35 	 31 	 30 	 25 	 22 	 19 	 18 	 14 	 14 	 11 	 9 	 8 	 6 	 4 	 4 	 1
50 	 46 	 44 	 41 	 37 	 35 	 31 	 30 	 25 	 22 	 19 	 18 	 14 	 14 	 11 	 9 	 8 	 6 	 4 	 4 	 1
50 	 46 	 44 	 41 	 37 	 35 	 31 	 29 	 25 	 23 	 20 	 17 	 16 	 12 	 11 	 10 	 7 	 6 	 5 	 2 	 2
50 	 46 	 44 	 41 	 37 	 35 	 31 	 29 	 25 	 23 	 20 	 17 	 16 	 12 	 11 	 10 	 7 	 6 	 5 	 2 	 2
50 	 46 	 44 	 41 	 37 	 35 	 30 	 30 	 25 	 23 	 19 	 18 	 15 	 13 	 11 	 9 	 8 	 6 	 4 	 3 	 2
50 	 46 	 44 	 41 	 37 	 35 	 30 	 30 	 25 	 22 	 21 	 17 	 15 	 13 	 11 	 9 	 8 	 6 	 4 	 3 	 1
50 	 45 	 45 	 40 	 38 	 34 	 32 	 28 	 26 	 22 	 21 	 17 	 15 	 13 	 10 	 10 	 8 	 6 	 4 	 3 	 1
49 	 47 	 44 	 40 	 38 	 34 	 32 	 28 	 26 	 22 	 21 	 17 	 15 	 13 	 10 	 10 	 8 	 5 	 5 	 3 	 1
49 	 47 	 44 	 39 	 39 	 34 	 32 	 28 	 25 	 24 	 19 	 18 	 14 	 13 	 12 	 9 	 8 	 5 	 5 	 3 	 1
48 	 48 	 44 	 39 	 39 	 34 	 32 	 28 	 25 	 24 	 19 	 17 	 16 	 13 	 10 	 10 	 7 	 7 	 4 	 3 	 1
48 	 48 	 44 	 39 	 39 	 34 	 32 	 28 	 25 	 23 	 21 	 17 	 14 	 13 	 12 	 9 	 7 	 7 	 4 	 3 	 1
48 	 48 	 43 	 41 	 37 	 35 	 34 	 28 	 25 	 21 	 21 	 17 	 15 	 13 	 10 	 10 	 7 	 7 	 4 	 3 	 1
48 	 48 	 43 	 41 	 37 	 35 	 32 	 28 	 28 	 21 	 21 	 16 	 16 	 12 	 12 	 9 	 7 	 6 	 5 	 3 	 1
