50 	 45 	 44 	 40 	 38 	 35 	 31 	 31 	 25 	 25 	 20 	 18 	 16 	 12 	 10 	 8 	 1
50 	 45 	 44 	 40 	 38 	 35 	 31 	 31 	 25 	 24 	 21 	 18 	 16 	 15 	 9 	 6 	 4
50 	 45 	 44 	 40 	 38 	 34 	 33 	 28 	 28 	 22 	 21 	 20 	 15 	 15 	 9 	 6 	 3
49 	 47 	 42 	 40 	 38 	 35 	 32 	 31 	 25 	 24 	 20 	 19 	 16 	 14 	 9 	 8 	 1
49 	 46 	 44 	 39 	 39 	 34 	 33 	 28 	 28 	 22 	 21 	 20 	 15 	 14 	 9 	 8 	 1
49 	 46 	 44 	 39 	 39 	 34 	 33 	 28 	 28 	 22 	 21 	 20 	 15 	 14 	 9 	 8 	 1
49 	 45 	 44 	 41 	 37 	 35 	 32 	 30 	 26 	 24 	 20 	 19 	 16 	 13 	 9 	 8 	 2
49 	 45 	 44 	 40 	 38 	 37 	 31 	 29 	 27 	 23 	 21 	 19 	 15 	 15 	 9 	 6 	 5
48 	 47 	 43 	 42 	 37 	 35 	 32 	 29 	 27 	 22 	 21 	 19 	 18 	 12 	 9 	 8 	 1
48 	 47 	 43 	 41 	 38 	 33 	 33 	 30 	 26 	 23 	 21 	 19 	 18 	 11 	 10 	 7 	 5
48 	 47 	 43 	 41 	 38 	 33 	 33 	 29 	 27 	 23 	 21 	 19 	 17 	 12 	 10 	 7 	 5
48 	 47 	 42 	 42 	 37 	 36 	 32 	 29 	 26 	 25 	 20 	 18 	 16 	 12 	 11 	 7 	 4
48 	 47 	 42 	 42 	 37 	 36 	 32 	 28 	 28 	 22 	 22 	 18 	 17 	 12 	 10 	 6 	 6
