50 	 45 	 43 	 40 	 38 	 33 	 31 	 29 	 26 	 24 	 23 	 21 	 19 	 18 	 16 	 15 	 13 	 13 	 10 	 8 	 7 	 6 	 4 	 4 	 1
50 	 45 	 43 	 40 	 37 	 35 	 30 	 29 	 26 	 24 	 23 	 21 	 19 	 18 	 16 	 15 	 13 	 12 	 11 	 8 	 8 	 6 	 4 	 3 	 1
49 	 47 	 42 	 39 	 38 	 33 	 32 	 28 	 27 	 24 	 23 	 20 	 20 	 18 	 16 	 15 	 13 	 12 	 10 	 9 	 7 	 6 	 4 	 3 	 2
49 	 47 	 42 	 39 	 38 	 33 	 32 	 27 	 27 	 25 	 22 	 21 	 19 	 18 	 17 	 14 	 14 	 12 	 10 	 9 	 7 	 6 	 4 	 3 	 2
49 	 46 	 43 	 40 	 37 	 34 	 31 	 29 	 26 	 24 	 23 	 20 	 20 	 18 	 16 	 15 	 13 	 12 	 10 	 9 	 7 	 6 	 4 	 3 	 1 	 1
49 	 46 	 43 	 40 	 36 	 36 	 30 	 29 	 26 	 24 	 23 	 20 	 20 	 18 	 16 	 15 	 13 	 12 	 10 	 9 	 7 	 6 	 4 	 3 	 1
49 	 46 	 43 	 40 	 36 	 36 	 30 	 29 	 26 	 24 	 23 	 20 	 20 	 17 	 17 	 15 	 13 	 12 	 10 	 8 	 8 	 6 	 4 	 3 	 1
49 	 46 	 42 	 42 	 36 	 34 	 31 	 29 	 26 	 24 	 22 	 22 	 19 	 17 	 17 	 15 	 13 	 11 	 11 	 10 	 7 	 6 	 4 	 3 	 1
49 	 45 	 45 	 39 	 36 	 36 	 30 	 29 	 26 	 24 	 22 	 21 	 20 	 17 	 17 	 14 	 14 	 12 	 11 	 8 	 8 	 5 	 5 	 3 	 1
49 	 45 	 45 	 39 	 36 	 35 	 31 	 29 	 25 	 25 	 22 	 21 	 20 	 17 	 17 	 14 	 14 	 12 	 10 	 9 	 8 	 5 	 5 	 3 	 1
49 	 45 	 43 	 42 	 36 	 33 	 33 	 27 	 27 	 24 	 22 	 21 	 19 	 19 	 16 	 15 	 13 	 12 	 10 	 9 	 8 	 5 	 5 	 2 	 2
49 	 45 	 43 	 42 	 36 	 33 	 33 	 27 	 27 	 24 	 22 	 21 	 19 	 18 	 17 	 14 	 14 	 12 	 10 	 9 	 8 	 5 	 5 	 2 	 2
48 	 47 	 42 	 40 	 38 	 33 	 32 	 27 	 27 	 25 	 22 	 21 	 19 	 18 	 16 	 16 	 13 	 11 	 11 	 9 	 7 	 7 	 4 	 3 	 1
48 	 47 	 42 	 40 	 38 	 33 	 31 	 30 	 25 	 25 	 22 	 21 	 19 	 18 	 16 	 15 	 14 	 11 	 11 	 9 	 7 	 6 	 5 	 2 	 2
47 	 47 	 43 	 40 	 38 	 33 	 31 	 29 	 26 	 25 	 22 	 21 	 19 	 18 	 16 	 15 	 14 	 11 	 11 	 9 	 7 	 6 	 5 	 2 	 2
