50 	 33 	 29 	 26 	 18 	 18 	 11 	 6
50 	 32 	 30 	 26 	 18 	 18 	 11 	 5
49 	 38 	 27 	 23 	 21 	 17 	 9 	 9
49 	 37 	 28 	 23 	 19 	 18 	 10 	 8
49 	 37 	 28 	 22 	 22 	 14 	 14 	 4
49 	 33 	 30 	 25 	 21 	 17 	 9 	 8
48 	 38 	 28 	 22 	 22 	 14 	 14 	 4
48 	 38 	 27 	 24 	 21 	 15 	 13 	 3
45 	 39 	 29 	 24 	 21 	 14 	 14 	 4
45 	 39 	 28 	 25 	 21 	 14 	 14 	 4
44 	 39 	 29 	 25 	 19 	 18 	 10 	 8
42 	 40 	 30 	 25 	 19 	 17 	 13 	 2
42 	 39 	 31 	 25 	 19 	 17 	 13 	 1 	 1
41 	 41 	 30 	 25 	 19 	 17 	 13 	 1
41 	 41 	 29 	 26 	 19 	 17 	 12 	 4
