49 	 41 	 38 	 35 	 26 	 22 	 18 	 15 	 9 	 4
47 	 42 	 39 	 38 	 25 	 20 	 18 	 15 	 9 	 6
47 	 41 	 41 	 32 	 28 	 21 	 19 	 15 	 9 	 4
46 	 43 	 39 	 38 	 24 	 21 	 18 	 15 	 9 	 4
46 	 43 	 39 	 36 	 26 	 21 	 18 	 14 	 13 	 1
46 	 43 	 39 	 36 	 25 	 21 	 19 	 14 	 11 	 3
46 	 42 	 41 	 32 	 27 	 23 	 17 	 17 	 8 	 6
46 	 42 	 41 	 31 	 28 	 22 	 19 	 14 	 11 	 2 	 1
46 	 42 	 41 	 30 	 29 	 22 	 19 	 13 	 13 	 2
45 	 43 	 41 	 30 	 28 	 24 	 17 	 17 	 8 	 5
45 	 43 	 41 	 30 	 28 	 24 	 17 	 16 	 8 	 7
45 	 43 	 41 	 29 	 29 	 24 	 17 	 16 	 8 	 7
45 	 43 	 40 	 35 	 26 	 21 	 19 	 13 	 13 	 1
44 	 44 	 40 	 34 	 26 	 22 	 19 	 13 	 13 	 1
44 	 43 	 41 	 32 	 28 	 22 	 18 	 15 	 10 	 4
