50 	 41 	 38 	 36 	 35 	 33 	 31 	 29 	 27 	 23 	 21 	 19 	 14 	 14 	 9 	 9 	 4 	 2 	 1
48 	 41 	 39 	 37 	 35 	 33 	 31 	 29 	 27 	 23 	 21 	 19 	 14 	 14 	 9 	 8 	 7 	 2
48 	 41 	 39 	 37 	 35 	 33 	 31 	 29 	 27 	 23 	 21 	 19 	 14 	 13 	 11 	 8 	 4 	 2
47 	 42 	 38 	 38 	 35 	 32 	 32 	 28 	 28 	 22 	 21 	 19 	 16 	 12 	 11 	 8 	 3 	 3
46 	 42 	 40 	 37 	 34 	 34 	 31 	 29 	 27 	 23 	 21 	 18 	 16 	 12 	 11 	 7 	 6 	 2
46 	 42 	 39 	 38 	 34 	 34 	 30 	 30 	 26 	 24 	 21 	 18 	 15 	 13 	 10 	 8 	 5 	 2
45 	 43 	 39 	 37 	 35 	 33 	 32 	 28 	 28 	 22 	 21 	 19 	 15 	 13 	 10 	 8 	 4 	 3
45 	 42 	 41 	 37 	 34 	 33 	 32 	 28 	 28 	 22 	 21 	 19 	 15 	 13 	 10 	 8 	 4 	 3
44 	 44 	 39 	 37 	 35 	 33 	 32 	 28 	 27 	 24 	 21 	 17 	 17 	 12 	 11 	 7 	 6 	 2
44 	 43 	 41 	 36 	 35 	 33 	 31 	 30 	 25 	 25 	 21 	 17 	 16 	 13 	 11 	 7 	 5 	 2
44 	 43 	 40 	 37 	 35 	 33 	 31 	 30 	 25 	 25 	 20 	 19 	 15 	 13 	 9 	 9 	 5 	 2
