50 	 49 	 46 	 46 	 43 	 43 	 41 	 39 	 38 	 36 	 36 	 33 	 32 	 31 	 29 	 27 	 27 	 24 	 23 	 22 	 20 	 19 	 17 	 16 	 14 	 13 	 11 	 10 	 9 	 7 	 5 	 4 	 3
50 	 48 	 48 	 45 	 43 	 43 	 41 	 39 	 38 	 36 	 35 	 34 	 32 	 30 	 29 	 28 	 26 	 25 	 23 	 22 	 20 	 19 	 17 	 16 	 14 	 13 	 11 	 10 	 9 	 7 	 5 	 4 	 2 	 2
50 	 48 	 47 	 45 	 45 	 42 	 40 	 40 	 38 	 36 	 35 	 34 	 32 	 30 	 29 	 28 	 26 	 25 	 23 	 22 	 20 	 19 	 17 	 16 	 14 	 13 	 11 	 10 	 9 	 6 	 6 	 4 	 2 	 2
50 	 48 	 47 	 45 	 44 	 43 	 40 	 40 	 38 	 37 	 34 	 34 	 32 	 31 	 28 	 28 	 27 	 24 	 23 	 22 	 20 	 19 	 17 	 16 	 14 	 13 	 11 	 10 	 9 	 6 	 6 	 4 	 2 	 1
50 	 48 	 47 	 45 	 44 	 43 	 40 	 40 	 38 	 37 	 34 	 34 	 32 	 30 	 30 	 27 	 26 	 25 	 23 	 22 	 20 	 19 	 17 	 16 	 14 	 13 	 11 	 10 	 8 	 8 	 5 	 4 	 2 	 1
50 	 48 	 47 	 45 	 44 	 42 	 42 	 39 	 38 	 36 	 35 	 34 	 32 	 30 	 29 	 27 	 27 	 25 	 23 	 22 	 20 	 18 	 18 	 16 	 14 	 12 	 12 	 10 	 8 	 7 	 6 	 4 	 2 	 1
50 	 48 	 47 	 45 	 44 	 42 	 41 	 40 	 37 	 37 	 35 	 34 	 31 	 31 	 30 	 27 	 26 	 25 	 23 	 21 	 21 	 18 	 18 	 16 	 14 	 12 	 12 	 10 	 8 	 7 	 6 	 3 	 3 	 1
50 	 48 	 47 	 45 	 44 	 42 	 41 	 40 	 37 	 37 	 35 	 33 	 33 	 30 	 30 	 27 	 25 	 25 	 24 	 21 	 21 	 18 	 18 	 15 	 15 	 13 	 12 	 9 	 8 	 7 	 6 	 3 	 3 	 1
49 	 49 	 46 	 46 	 44 	 42 	 41 	 39 	 39 	 36 	 35 	 33 	 33 	 30 	 29 	 28 	 26 	 25 	 23 	 21 	 21 	 18 	 18 	 15 	 15 	 13 	 12 	 9 	 8 	 7 	 6 	 3 	 3 	 1
49 	 49 	 46 	 46 	 44 	 42 	 41 	 39 	 39 	 36 	 35 	 33 	 33 	 30 	 29 	 28 	 26 	 24 	 24 	 21 	 20 	 20 	 17 	 15 	 15 	 13 	 11 	 11 	 8 	 7 	 5 	 4 	 3 	 1
49 	 49 	 46 	 46 	 44 	 42 	 41 	 39 	 38 	 37 	 35 	 33 	 32 	 31 	 29 	 28 	 26 	 24 	 24 	 21 	 20 	 19 	 17 	 17 	 14 	 12 	 12 	 9 	 9 	 7 	 5 	 5 	 2 	 1
49 	 49 	 46 	 46 	 43 	 43 	 41 	 39 	 38 	 37 	 35 	 33 	 32 	 31 	 29 	 28 	 26 	 24 	 23 	 22 	 20 	 19 	 17 	 16 	 15 	 12 	 12 	 10 	 8 	 7 	 5 	 5 	 3 	 1
