50 	 43 	 42 	 35 	 28 	 19 	 16 	 11 	 1
50 	 43 	 42 	 34 	 29 	 18 	 17 	 10 	 3
49 	 46 	 39 	 39 	 25 	 21 	 14 	 11 	 1
49 	 46 	 39 	 38 	 28 	 17 	 16 	 10 	 3
49 	 45 	 40 	 38 	 25 	 24 	 13 	 7 	 6
49 	 44 	 42 	 34 	 28 	 22 	 14 	 10 	 2
49 	 44 	 41 	 38 	 25 	 22 	 14 	 9 	 4
49 	 43 	 43 	 32 	 30 	 22 	 14 	 8 	 5
49 	 43 	 43 	 31 	 30 	 25 	 13 	 8 	 4
49 	 43 	 42 	 38 	 25 	 22 	 13 	 13
48 	 46 	 40 	 37 	 28 	 18 	 16 	 8 	 5
48 	 46 	 40 	 37 	 28 	 18 	 15 	 11 	 2
48 	 46 	 39 	 39 	 26 	 19 	 17 	 7 	 6
47 	 46 	 41 	 35 	 28 	 22 	 13 	 11 	 1
47 	 46 	 40 	 39 	 25 	 21 	 15 	 8 	 4
