50 	 38 	 25 	 13
50 	 38 	 25 	 13
50 	 38 	 25 	 13
50 	 38 	 25 	 13
50 	 38 	 25 	 13
50 	 37 	 25 	 12
50 	 37 	 25 	 12
50 	 37 	 25 	 12
50 	 37 	 25 	 12
50 	 37 	 25 	 12
49 	 37 	 24 	 12
49 	 37 	 24 	 12
49 	 37 	 24 	 12
49 	 37 	 24 	 12
49 	 37 	 24 	 12
49 	 36 	 24 	 11
49 	 36 	 24 	 11
49 	 36 	 24 	 11
49 	 36 	 24 	 11
49 	 36 	 24 	 11
48 	 36 	 23 	 11
48 	 36 	 23 	 11
48 	 36 	 23 	 11
48 	 36 	 23 	 11
48 	 36 	 23 	 11
48 	 35 	 23 	 10
48 	 35 	 23 	 10
48 	 35 	 23 	 10
48 	 35 	 23 	 10
48 	 35 	 23 	 10
47 	 35 	 22 	 10
47 	 35 	 22 	 10
47 	 35 	 22 	 10
47 	 35 	 22 	 10
47 	 35 	 22 	 10
47 	 34 	 22 	 9
47 	 34 	 22 	 9
47 	 34 	 22 	 9
47 	 34 	 22 	 9
47 	 34 	 22 	 9
46 	 34 	 21 	 9
46 	 34 	 21 	 9
46 	 34 	 21 	 9
46 	 34 	 21 	 9
46 	 34 	 21 	 9
46 	 33 	 21 	 8
46 	 33 	 21 	 8
46 	 33 	 21 	 8
46 	 33 	 21 	 8
46 	 33 	 21 	 8
45 	 33 	 20 	 8
45 	 33 	 20 	 8
45 	 33 	 20 	 8
45 	 33 	 20 	 8
45 	 33 	 20 	 8
45 	 32 	 20 	 7
45 	 32 	 20 	 7
45 	 32 	 20 	 7
45 	 32 	 20 	 7
45 	 32 	 20 	 7
44 	 32 	 19 	 7
44 	 32 	 19 	 7
44 	 32 	 19 	 7
44 	 32 	 19 	 7
44 	 32 	 19 	 7
44 	 31 	 19 	 6
44 	 31 	 19 	 6
44 	 31 	 19 	 6
44 	 31 	 19 	 6
44 	 31 	 19 	 6
43 	 31 	 18 	 6
43 	 31 	 18 	 6
43 	 31 	 18 	 6
43 	 31 	 18 	 6
43 	 31 	 18 	 6
43 	 30 	 18 	 5
43 	 30 	 18 	 5
43 	 30 	 18 	 5
43 	 30 	 18 	 5
43 	 30 	 18 	 5
42 	 30 	 17 	 5
42 	 30 	 17 	 5
42 	 30 	 17 	 5
42 	 30 	 17 	 5
42 	 30 	 17 	 5
42 	 29 	 17 	 4
42 	 29 	 17 	 4
42 	 29 	 17 	 4
42 	 29 	 17 	 4
42 	 29 	 17 	 4
41 	 29 	 16 	 4
41 	 29 	 16 	 4
41 	 29 	 16 	 4
41 	 29 	 16 	 4
41 	 29 	 16 	 4
41 	 28 	 16 	 3
41 	 28 	 16 	 3
41 	 28 	 16 	 3
41 	 28 	 16 	 3
41 	 28 	 16 	 3
40 	 28 	 15 	 3
40 	 28 	 15 	 3
40 	 28 	 15 	 3
40 	 28 	 15 	 3
40 	 28 	 15 	 3
40 	 27 	 15 	 2
40 	 27 	 15 	 2
40 	 27 	 15 	 2
40 	 27 	 15 	 2
40 	 27 	 15 	 2
39 	 27 	 14 	 2
39 	 27 	 14 	 2
39 	 27 	 14 	 2
39 	 27 	 14 	 2
39 	 27 	 14 	 2
39 	 26 	 14 	 1
39 	 26 	 14 	 1
39 	 26 	 14 	 1
39 	 26 	 14 	 1
39 	 26 	 14 	 1
38 	 26 	 13 	 1
38 	 26 	 13 	 1
38 	 26 	 13 	 1
38 	 26 	 13 	 1
38 	 26 	 13 	 1
