50 	 45 	 43 	 41 	 38 	 36 	 31 	 29 	 24 	 24 	 20 	 17 	 17 	 11 	 10 	 3 	 2
50 	 45 	 43 	 40 	 40 	 34 	 32 	 28 	 26 	 23 	 19 	 19 	 16 	 12 	 7 	 6 	 1
50 	 45 	 42 	 42 	 38 	 36 	 31 	 27 	 27 	 22 	 20 	 18 	 16 	 12 	 7 	 6 	 1
49 	 46 	 42 	 42 	 38 	 36 	 31 	 27 	 26 	 24 	 19 	 19 	 16 	 11 	 10 	 3 	 3
49 	 45 	 44 	 40 	 40 	 34 	 31 	 29 	 26 	 22 	 22 	 17 	 16 	 11 	 10 	 3 	 2
49 	 45 	 44 	 40 	 40 	 33 	 33 	 27 	 26 	 23 	 22 	 17 	 15 	 13 	 7 	 6 	 1
49 	 45 	 43 	 42 	 37 	 36 	 33 	 27 	 26 	 22 	 21 	 18 	 15 	 13 	 7 	 5 	 2
48 	 46 	 43 	 41 	 39 	 36 	 30 	 29 	 25 	 23 	 21 	 18 	 15 	 12 	 8 	 5 	 2
47 	 47 	 43 	 41 	 39 	 36 	 30 	 29 	 25 	 23 	 21 	 18 	 15 	 12 	 8 	 5 	 1 	 1
47 	 46 	 45 	 40 	 39 	 36 	 30 	 29 	 25 	 23 	 20 	 19 	 14 	 13 	 8 	 5 	 1
47 	 46 	 45 	 40 	 39 	 36 	 30 	 29 	 25 	 23 	 20 	 19 	 14 	 13 	 8 	 4 	 3
47 	 46 	 44 	 41 	 39 	 35 	 31 	 29 	 24 	 24 	 20 	 18 	 17 	 11 	 7 	 6 	 1
47 	 46 	 44 	 41 	 39 	 34 	 33 	 27 	 26 	 23 	 20 	 18 	 17 	 10 	 10 	 4 	 1
