50 	 48 	 45 	 44 	 40 	 37 	 36 	 34 	 30 	 29 	 26 	 24 	 22 	 19 	 18 	 15 	 13 	 11 	 10 	 7 	 5 	 4 	 2
50 	 48 	 45 	 44 	 39 	 39 	 35 	 33 	 32 	 28 	 26 	 24 	 22 	 19 	 18 	 15 	 13 	 11 	 9 	 8 	 5 	 4 	 1
50 	 48 	 45 	 43 	 41 	 39 	 34 	 34 	 30 	 29 	 26 	 24 	 21 	 21 	 17 	 16 	 13 	 10 	 10 	 7 	 6 	 3 	 1
50 	 48 	 45 	 43 	 41 	 38 	 35 	 34 	 32 	 28 	 26 	 23 	 22 	 20 	 17 	 16 	 12 	 12 	 8 	 8 	 6 	 3 	 1
50 	 48 	 44 	 44 	 41 	 38 	 35 	 34 	 32 	 28 	 25 	 25 	 21 	 20 	 17 	 16 	 12 	 12 	 8 	 8 	 6 	 3 	 1
50 	 47 	 47 	 42 	 41 	 38 	 35 	 34 	 32 	 28 	 25 	 25 	 21 	 20 	 17 	 15 	 14 	 10 	 10 	 7 	 6 	 3 	 1
50 	 47 	 46 	 44 	 41 	 37 	 36 	 33 	 31 	 29 	 25 	 25 	 21 	 20 	 17 	 15 	 14 	 10 	 10 	 7 	 6 	 3 	 1
50 	 47 	 46 	 44 	 41 	 37 	 36 	 33 	 31 	 28 	 28 	 23 	 21 	 20 	 17 	 16 	 13 	 11 	 9 	 7 	 6 	 3 	 2
50 	 47 	 46 	 44 	 40 	 39 	 35 	 33 	 31 	 28 	 27 	 23 	 22 	 19 	 19 	 14 	 14 	 11 	 9 	 7 	 6 	 3 	 2
50 	 47 	 46 	 44 	 40 	 39 	 35 	 33 	 31 	 28 	 27 	 23 	 22 	 19 	 18 	 15 	 13 	 12 	 8 	 8 	 5 	 4 	 1
49 	 49 	 44 	 44 	 41 	 38 	 35 	 34 	 30 	 30 	 25 	 24 	 21 	 20 	 18 	 14 	 14 	 12 	 8 	 8 	 5 	 3 	 2
49 	 48 	 46 	 43 	 41 	 37 	 37 	 32 	 32 	 28 	 27 	 23 	 22 	 19 	 18 	 15 	 13 	 11 	 10 	 7 	 5 	 4 	 2
49 	 48 	 46 	 43 	 41 	 37 	 37 	 32 	 32 	 28 	 26 	 25 	 21 	 19 	 18 	 15 	 13 	 11 	 10 	 7 	 5 	 4 	 2
49 	 48 	 46 	 42 	 42 	 37 	 36 	 34 	 30 	 30 	 25 	 24 	 21 	 20 	 17 	 16 	 13 	 11 	 10 	 7 	 5 	 4 	 2
49 	 48 	 46 	 42 	 41 	 39 	 35 	 34 	 30 	 30 	 25 	 23 	 23 	 19 	 17 	 16 	 13 	 11 	 9 	 8 	 4 	 4 	 2 	 1
