24 	 21 	 19 	 3 	 2 	 16 	 23 	 15 	 12 	 1 	 11 	 5
24 	 21 	 19 	 3 	 2 	 16 	 23 	 15 	 12 	 1 	 11 	 5
24 	 21 	 18 	 3 	 2 	 16 	 17 	 15 	 12 	 1 	 8
24 	 21 	 18 	 3 	 2 	 16 	 17 	 13 	 12 	 10 	 11 	 6
24 	 21 	 18 	 3 	 22 	 20 	 16 	 15 	 13 	 14 	 9 	 7
24 	 19 	 18 	 3 	 22 	 20 	 16 	 15 	 12 	 1 	 9 	 6
24 	 19 	 18 	 3 	 22 	 20 	 16 	 15 	 12 	 1 	 9 	 6
24 	 19 	 18 	 2 	 22 	 20 	 23 	 17 	 13 	 14 	 10 	 8
21 	 19 	 18 	 2 	 22 	 20 	 23 	 17 	 13 	 14 	 10 	 8
21 	 19 	 18 	 2 	 22 	 20 	 23 	 17 	 13 	 14 	 10 	 7
21 	 19 	 3 	 2 	 22 	 20 	 23 	 17 	 13 	 14 	 9 	 7
